"","Source","Ligand","Receptor","Target","Weight"
"2","S:Mono","VCAN","TLR1","T:Mono",2.5532114493
"3","S:Mono","TNF","TNFRSF1B","T:Mono",3.0271615331
"4","S:Mono","TNF","TNFRSF1A","T:Mono",1.5689926331
"5","S:Mono","TNF","LTBR","T:Mono",1.6194875431
"8","S:Mono","THBS1","CD47","T:Mono",1.5407823838
"17","S:Mono","VCAN","SELL","T:Mono",1.9177098493
"18","S:Mono","S100A8","TLR4","T:Mono",5.4686602333
"19","S:Mono","S100A9","TLR4","T:Mono",4.8009936729
"21","S:Mono","VCAN","TLR2","T:Mono",2.5058952493
"26","S:Mono","IL1B","IL1R2","T:Mono",4.081398428
"27","S:Mono","IL1RN","IL1R2","T:Mono",2.4410989745
"28","S:Mono","IL18","CD48","T:Mono",1.7991837405
"29","S:Mono","IL10","IL10RB","T:Mono",2.4385329349
"30","S:Mono","IL10","IL10RA","T:Mono",2.7306084349
"33","S:Mono","HLA-B","CANX","T:Mono",1.5614720049
"35","S:Mono","HBEGF","CD9","T:Mono",1.6070980495
"36","S:Mono","HBEGF","CD82","T:Mono",1.8404405495
"38","S:Mono","GNAI2","C5AR1","T:Mono",2.7519223015
"39","S:Mono","RPS19","C5AR1","T:Mono",2.2239210596
"42","S:Mono","FN1","PLAUR","T:Mono",1.6698053548
"43","S:Mono","PLAU","PLAUR","T:Mono",3.49577008
"47","S:Mono","HBEGF","CD44","T:Mono",2.4212117495
"49","S:Mono","SPP1","CD44","T:Mono",1.7829639131
"50","S:Mono","VCAN","CD44","T:Mono",2.2609850493
"57","S:Mono","IL16","CD4","T:Mono",1.8261515443
"59","S:Mono","CCL3","CCR1","T:Mono",4.0515643795
"60","S:Mono","CCL4","CCR1","T:Mono",3.7248956302
"61","S:Mono","C3","ITGB2","T:Mono",1.5132860135
"64","S:Mono","ICAM1","ITGB2","T:Mono",2.9275786363
"65","S:Mono","ICAM2","ITGB2","T:Mono",2.4624646063
"66","S:Mono","ICAM3","ITGB2","T:Mono",2.8111747759
"67","S:Mono","PLAU","ITGB2","T:Mono",3.04412808
"68","S:Mono","SELPLG","ITGB2","T:Mono",3.0228849929
"74","S:Mono","ICAM1","ITGAM","T:Mono",1.7931660363
"76","S:Mono","PLAU","ITGAM","T:Mono",1.92771548
"77","S:Mono","SELPLG","ITGAM","T:Mono",1.9064723929
"81","S:Mono","C1QA","CD93","T:Mono",3.2231105595
"82","S:Mono","B2M","TFRC","T:Mono",1.6010194584
"83","S:Mono","B2M","LILRB2","T:Mono",2.2886922584
"85","S:Mono","HLA-B","LILRB2","T:Mono",2.3332629049
"86","S:Mono","HLA-C","LILRB2","T:Mono",1.9454457305
"89","S:Mono","HLA-B","LILRB1","T:Mono",1.5070226049
"97","S:Mono","TNF","TNFRSF21","T:Mono",1.6434353331
"102","S:Mono","ANXA1","FPR3","T:Mono",1.9985632767
"103","S:Mono","HEBP1","FPR3","T:Mono",1.519704567
"104","S:Mono","ANXA1","FPR2","T:Mono",1.7914363767
"106","S:Mono","ANXA1","FPR1","T:Mono",3.3335036767
"107","S:Mono","GNAI2","FPR1","T:Mono",3.2392583015
"108","S:Mono","ADAM28","ITGA4","T:Mono",2.0358364237
"109","S:Mono","CD14","ITGA4","T:Mono",3.505395182
"110","S:Mono","F13A1","ITGA4","T:Mono",2.4765163991
"112","S:Mono","SPP1","ITGA4","T:Mono",1.5593087131
"113","S:Mono","THBS1","ITGA4","T:Mono",1.7298817138
"114","S:Mono","VCAN","ITGA4","T:Mono",1.9723298493
"118","S:Mono","CD14","ITGB1","T:Mono",1.981599482
"141","S:Mono","SERPINA1","LRP1","T:Mono",2.3381164687
"1","S:Mono","TNFSF13B","TNFRSF17","T:ProB_CD34+",2.7236109024
"22","S:Mono","TNFSF13B","TNFRSF13C","T:ProB_CD34+",3.6971909024
"51","S:Mono","SELPLG","SELL","T:ProB_CD34+",1.6546668929
"6","S:Mono","VCAN","SELL","T:ProB_CD34+",2.1174360493
"84","S:Mono","IL18","CD48","T:ProB_CD34+",2.6428644405
"11","S:Mono","THBS1","SDC1","T:ProB_CD34+",2.0072078138
"14","S:Mono","HBEGF","CD82","T:ProB_CD34+",2.7084996495
"16","S:Mono","HBEGF","CD44","T:ProB_CD34+",1.7425362495
"191","S:Mono","VCAN","CD44","T:ProB_CD34+",1.5823095493
"211","S:Mono","FN1","CD79A","T:ProB_CD34+",1.5451723548
"25","S:Mono","B2M","HLA-F","T:ProB_CD34+",1.7284106584
"261","S:Mono","CALR","HLA-F","T:ProB_CD34+",1.6611742104
"301","S:Mono","CD14","ITGB1","T:ProB_CD34+",1.968344482
"13","S:Mono","VEGFA","NRP2","T:Mø",1.5247903268
"32","S:Mono","VCAN","TLR1","T:Mø",2.3948807493
"41","S:Mono","TNF","TNFRSF1B","T:Mø",2.7285146331
"53","S:Mono","TNF","TNFRSF1A","T:Mø",1.7806491331
"62","S:Mono","TNF","LTBR","T:Mø",1.6025427131
"87","S:Mono","TIMP1","CD63","T:Mø",1.7898881292
"12","S:Mono","TGFB1","TGFBR1","T:Mø",1.5562898713
"161","S:Mono","SEMA4A","PLXND1","T:Mø",1.8402157427
"171","S:Mono","S100A8","TLR4","T:Mø",5.5132919333
"181","S:Mono","S100A9","TLR4","T:Mø",4.8456253729
"192","S:Mono","RNASE2","TLR2","T:Mø",1.5418509302
"20","S:Mono","VCAN","TLR2","T:Mø",2.6215738493
"212","S:Mono","PLTP","ABCA1","T:Mø",1.5371089292
"221","S:Mono","IL10","IL10RB","T:Mø",2.2128769349
"23","S:Mono","IL10","IL10RA","T:Mø",2.4862238349
"262","S:Mono","HLA-B","CANX","T:Mø",1.6604979049
"281","S:Mono","HBEGF","CD9","T:Mø",2.0243086495
"302","S:Mono","GNAI2","C5AR1","T:Mø",2.8944183015
"31","S:Mono","RPS19","C5AR1","T:Mø",2.3664170596
"361","S:Mono","PLAU","PLAUR","T:Mø",2.64133708
"40","S:Mono","HBEGF","CD44","T:Mø",2.1981289495
"421","S:Mono","SPP1","CD44","T:Mø",1.5598811131
"431","S:Mono","VCAN","CD44","T:Mø",2.0379022493
"491","S:Mono","IL16","CD4","T:Mø",2.2063366443
"511","S:Mono","CCL3","CCR1","T:Mø",3.9778294795
"52","S:Mono","CCL4","CCR1","T:Mø",3.6511607302
"56","S:Mono","ICAM1","ITGB2","T:Mø",2.5616476363
"571","S:Mono","ICAM2","ITGB2","T:Mø",2.0965336063
"58","S:Mono","ICAM3","ITGB2","T:Mø",2.4452437759
"591","S:Mono","PLAU","ITGB2","T:Mø",2.67819708
"601","S:Mono","SELPLG","ITGB2","T:Mø",2.6569539929
"661","S:Mono","ICAM1","ITGAM","T:Mø",1.6914682363
"681","S:Mono","PLAU","ITGAM","T:Mø",1.82601768
"69","S:Mono","SELPLG","ITGAM","T:Mø",1.8047745929
"72","S:Mono","C3","C3AR1","T:Mø",1.5407400135
"73","S:Mono","C1QA","CD93","T:Mø",3.4488609595
"741","S:Mono","B2M","TFRC","T:Mø",2.2008077584
"75","S:Mono","B2M","LILRB2","T:Mø",2.0423974584
"771","S:Mono","HLA-B","LILRB2","T:Mø",2.0869681049
"78","S:Mono","HLA-C","LILRB2","T:Mø",1.6991509305
"861","S:Mono","TNF","TNFRSF21","T:Mø",1.7544479331
"91","S:Mono","ANXA1","FPR3","T:Mø",2.5545746767
"92","S:Mono","HEBP1","FPR3","T:Mø",2.075715967
"93","S:Mono","ANXA1","FPR1","T:Mø",2.9951326767
"94","S:Mono","GNAI2","FPR1","T:Mø",2.9008873015
"98","S:Mono","ADAM28","ITGA4","T:Mø",1.8869249237
"99","S:Mono","CD14","ITGA4","T:Mø",3.356483682
"100","S:Mono","F13A1","ITGA4","T:Mø",2.3276048991
"1031","S:Mono","THBS1","ITGA4","T:Mø",1.5809702138
"1041","S:Mono","VCAN","ITGA4","T:Mø",1.8234183493
"1181","S:Mono","CD14","ITGB1","T:Mø",1.953515482
"1411","S:Mono","SERPINA1","LRP1","T:Mø",2.6874312087
"15","S:Mono","VEGFA","NRP1","T:SC",1.5082660268
"24","S:Mono","TNF","TNFRSF1A","T:SC",2.3992858331
"34","S:Mono","TNF","LTBR","T:SC",1.7826760331
"44","S:Mono","TNFSF12","TNFRSF12A","T:SC",1.7409697922
"7","S:Mono","THBS1","CD36","T:SC",2.4261957138
"111","S:Mono","SELPLG","ESAM","T:SC",1.8425857929
"121","S:Mono","PSEN1","NOTCH3","T:SC",2.2316649066
"131","S:Mono","OSM","OSMR","T:SC",1.6287738261
"172","S:Mono","IL10","IL10RB","T:SC",1.8827025949
"213","S:Mono","HBEGF","CD9","T:SC",2.5486009495
"222","S:Mono","HBEGF","CD82","T:SC",2.0179666385
"251","S:Mono","GNAI2","EDNRA","T:SC",1.8223165015
"282","S:Mono","TGFB1","SDC2","T:SC",1.7766625713
"303","S:Mono","HBEGF","CD44","T:SC",2.2923621495
"321","S:Mono","SPP1","CD44","T:SC",1.6541143131
"331","S:Mono","VCAN","CD44","T:SC",2.1321354493
"351","S:Mono","EREG","ERBB2","T:SC",2.2420720011
"362","S:Mono","HBEGF","ERBB2","T:SC",2.4570002495
"422","S:Mono","THBS1","SDC4","T:SC",1.9885703138
"492","S:Mono","NAMPT","INSR","T:SC",1.6095985598
"55","S:Mono","VEGFA","GPC1","T:SC",1.6951436268
"572","S:Mono","BST1","CAV1","T:SC",1.8703777225
"592","S:Mono","GNAI2","CAV1","T:SC",2.4132403015
"602","S:Mono","ICAM1","CAV1","T:SC",2.1240746363
"611","S:Mono","PTGS2","CAV1","T:SC",2.8250898153
"621","S:Mono","TGFB1","CAV1","T:SC",2.4425850713
"671","S:Mono","ADAM17","ITGB1","T:SC",1.583996371
"691","S:Mono","CD14","ITGB1","T:SC",3.975848682
"71","S:Mono","F13A1","ITGB1","T:SC",2.9429698991
"751","S:Mono","PLAU","ITGB1","T:SC",1.94425728
"761","S:Mono","SPP1","ITGB1","T:SC",2.0807622131
"772","S:Mono","THBS1","ITGB1","T:SC",2.2463352138
"79","S:Mono","VCAN","ITGB1","T:SC",2.4777833493
"80","S:Mono","VEGFA","ITGB1","T:SC",2.0826319268
"811","S:Mono","ADAM10","AXL","T:SC",1.7588298363
"921","S:Mono","SERPINA1","LRP1","T:SC",2.8188173687
"931","S:Mono","THBS1","LRP1","T:SC",1.6270478138
"115","S:Mono","VEGFA","NRP2","T:EC",1.6405774268
"210","S:Mono","VEGFA","NRP1","T:EC",1.9024746268
"37","S:Mono","VEGFA","KDR","T:EC",1.8182606268
"45","S:Mono","TNF","TNFRSF1B","T:EC",2.4516742331
"54","S:Mono","TNF","TNFRSF1A","T:EC",3.0369617331
"63","S:Mono","TNF","LTBR","T:EC",2.0188263331
"122","S:Mono","THBS1","CD36","T:EC",1.5311280238
"132","S:Mono","TGFB1","TGFBR2","T:EC",2.5775880713
"142","S:Mono","TGFB1","ACVRL1","T:EC",1.9467241713
"151","S:Mono","TGFB1","TGFBR3","T:EC",1.9991187713
"162","S:Mono","TGFB1","ENG","T:EC",3.1192590713
"173","S:Mono","SEMA4A","PLXND1","T:EC",1.7940046427
"182","S:Mono","SELPLG","ESAM","T:EC",2.6824879929
"193","S:Mono","SELPLG","SELP","T:EC",1.9481607929
"214","S:Mono","VCAN","SELP","T:EC",2.3659299493
"223","S:Mono","PSEN1","NOTCH4","T:EC",1.8524411066
"231","S:Mono","PIGF","FLT1","T:EC",2.269407307
"241","S:Mono","VEGFA","FLT1","T:EC",2.9924597268
"252","S:Mono","OSM","OSMR","T:EC",1.5211784261
"263","S:Mono","OSM","LIFR","T:EC",2.2421577261
"271","S:Mono","IL1B","IL1R1","T:EC",3.973615928
"283","S:Mono","IL1RN","IL1R1","T:EC",2.3583164745
"291","S:Mono","IL1B","ADRB2","T:EC",3.539892328
"304","S:Mono","IL10","IL10RB","T:EC",1.8217532749
"311","S:Mono","HMGB1","THBD","T:EC",2.2249249382
"341","S:Mono","HBEGF","CD9","T:EC",2.3761228495
"401","S:Mono","EBI3","IL27RA","T:EC",1.5376663412
"411","S:Mono","EBI3","IL6ST","T:EC",2.1614868412
"423","S:Mono","OSM","IL6ST","T:EC",2.2793629261
"432","S:Mono","CALR","SCARF1","T:EC",1.8980212104
"471","S:Mono","C1QA","CD93","T:EC",3.8822790595
"48","S:Mono","B2M","HLA-F","T:EC",1.6956390584
"493","S:Mono","CALR","HLA-F","T:EC",1.6284026104
"512","S:Mono","ARF1","INSR","T:EC",1.6337587206
"521","S:Mono","NAMPT","INSR","T:EC",2.8480707998
"581","S:Mono","GNAI2","CAV1","T:EC",1.8884511015
"593","S:Mono","ICAM1","CAV1","T:EC",1.5992854363
"603","S:Mono","PTGS2","CAV1","T:EC",2.3003006153
"612","S:Mono","TGFB1","CAV1","T:EC",1.9177958713
"672","S:Mono","ADM","RAMP2","T:EC",4.050957639
"682","S:Mono","ADM","CALCRL","T:EC",2.184633539
"692","S:Mono","ADAM9","ITGA6","T:EC",1.9688814166
"711","S:Mono","THBS1","ITGA6","T:EC",2.3576873138
"721","S:Mono","ADAM17","NOTCH1","T:EC",1.657255071
"731","S:Mono","MFNG","NOTCH1","T:EC",1.7320290281
"742","S:Mono","PSEN1","NOTCH1","T:EC",1.6705938066
"791","S:Mono","PLAU","ITGA5","T:EC",2.09552118
"801","S:Mono","SPP1","ITGA5","T:EC",2.1910261131
"841","S:Mono","CD14","ITGB1","T:EC",2.764144082
"862","S:Mono","F13A1","ITGB1","T:EC",1.7312652991
"120","S:Mono","VEGFA","NRP1","T:SMC",1.7249834268
"215","S:Mono","TNF","TNFRSF1A","T:SMC",2.5361125331
"310","S:Mono","TNF","LTBR","T:SMC",1.7288638631
"46","S:Mono","TNFSF12","TNFRSF12A","T:SMC",1.8251381922
"510","S:Mono","TIMP1","CD63","T:SMC",1.8888189292
"610","S:Mono","THBS1","CD47","T:SMC",1.5699771638
"710","S:Mono","THBS1","CD36","T:SMC",2.2528905138
"9","S:Mono","TGFB1","ACVRL1","T:SMC",1.6364164713
"1110","S:Mono","TGFB1","ENG","T:SMC",1.5065339713
"152","S:Mono","OSM","OSMR","T:SMC",1.7739384261
"201","S:Mono","IL1B","IL1R1","T:SMC",3.681590828
"216","S:Mono","IL1RN","IL1R1","T:SMC",2.0662913745
"224","S:Mono","IL10","IL10RB","T:SMC",1.8735132649
"264","S:Mono","HBEGF","CD9","T:SMC",2.2652996245
"272","S:Mono","HBEGF","CD82","T:SMC",1.8824644495
"292","S:Mono","GNAS","PTGIR","T:SMC",1.6881013233
"363","S:Mono","TGFB1","SDC2","T:SMC",2.1222994713
"381","S:Mono","HBEGF","CD44","T:SMC",1.9718693645
"412","S:Mono","VCAN","CD44","T:SMC",1.8116426643
"433","S:Mono","EREG","ERBB2","T:SMC",2.1585759011
"441","S:Mono","HBEGF","ERBB2","T:SMC",2.3735041495
"472","S:Mono","EBI3","IL6ST","T:SMC",1.7071128412
"481","S:Mono","OSM","IL6ST","T:SMC",1.8249889261
"501","S:Mono","THBS1","SDC4","T:SMC",1.6180018138
"573","S:Mono","NAMPT","INSR","T:SMC",1.6512692398
"693","S:Mono","PTGS2","CAV1","T:SMC",1.7282824153
"732","S:Mono","AREG","EGFR","T:SMC",3.263668543
"752","S:Mono","EREG","EGFR","T:SMC",2.3378582011
"773","S:Mono","HBEGF","EGFR","T:SMC",2.5547864495
"802","S:Mono","VCAN","EGFR","T:SMC",1.6645597493
"812","S:Mono","VEGFA","EGFR","T:SMC",1.6194083268
"1061","S:Mono","CD14","ITGB1","T:SMC",3.581003382
"1081","S:Mono","F13A1","ITGB1","T:SMC",2.5481245991
"1121","S:Mono","PLAU","ITGB1","T:SMC",1.54941198
"1131","S:Mono","SPP1","ITGB1","T:SMC",1.6859169131
"1141","S:Mono","THBS1","ITGB1","T:SMC",1.8514899138
"116","S:Mono","VCAN","ITGB1","T:SMC",2.0829380493
"117","S:Mono","VEGFA","ITGB1","T:SMC",1.6877866268
"119","S:Mono","ADAM10","AXL","T:SMC",1.5809250363
"1221","S:Mono","APOE","LRP1","T:SMC",1.5819458896
"125","S:Mono","CALR","LRP1","T:SMC",2.1675798104
"127","S:Mono","LRPAP1","LRP1","T:SMC",1.8468268296
"128","S:Mono","PLAU","LRP1","T:SMC",2.25383608
"129","S:Mono","PSAP","LRP1","T:SMC",2.2643202353
"130","S:Mono","SERPINA1","LRP1","T:SMC",3.7756835687
"1311","S:Mono","THBS1","LRP1","T:SMC",2.5839140138
"217","S:Mono","TNF","TNFRSF1A","T:CH",1.9222125331
"312","S:Mono","TNF","LTBR","T:CH",1.5261474331
"410","S:Mono","TNFSF12","TNFRSF12A","T:CH",1.6213299922
"513","S:Mono","TIMP1","CD63","T:CH",1.5747610292
"613","S:Mono","THBS1","CD47","T:CH",1.5506076938
"183","S:Mono","IL10","IL10RB","T:CH",1.7598621349
"225","S:Mono","HBEGF","CD9","T:CH",3.4406458495
"232","S:Mono","HBEGF","CD82","T:CH",2.0750436895
"265","S:Mono","GNAI2","UNC5B","T:CH",1.7540967015
"293","S:Mono","THBS1","TNFRSF11B","T:CH",2.8338860138
"305","S:Mono","TNFSF10","TNFRSF11B","T:CH",2.6276216146
"342","S:Mono","TGFB1","SDC2","T:CH",2.3293420713
"364","S:Mono","HBEGF","CD44","T:CH",1.6880117495
"391","S:Mono","VCAN","CD44","T:CH",1.5277850493
"413","S:Mono","EREG","ERBB2","T:CH",2.2879062011
"424","S:Mono","HBEGF","ERBB2","T:CH",2.5028344495
"482","S:Mono","THBS1","SDC4","T:CH",1.7357134138
"514","S:Mono","C1QA","CSPG4","T:CH",2.5734107595
"551","S:Mono","NAMPT","INSR","T:CH",1.5040537998
"594","S:Mono","VEGFA","GPC1","T:CH",1.6425189268
"614","S:Mono","BST1","CAV1","T:CH",1.5070053225
"631","S:Mono","GNAI2","CAV1","T:CH",2.0498679015
"641","S:Mono","ICAM1","CAV1","T:CH",1.7607022363
"651","S:Mono","PTGS2","CAV1","T:CH",2.4617174153
"662","S:Mono","TGFB1","CAV1","T:CH",2.0792126713
"70","S:Mono","PLAU","ITGB5","T:CH",1.55423878
"753","S:Mono","THBS1","ITGA3","T:CH",1.6437134138
"932","S:Mono","ADAM15","ITGB1","T:CH",1.6201974376
"941","S:Mono","ADAM17","ITGB1","T:CH",1.849690171
"95","S:Mono","ADAM9","ITGB1","T:CH",1.6862231166
"96","S:Mono","CD14","ITGB1","T:CH",4.241542482
"981","S:Mono","F13A1","ITGB1","T:CH",3.2086636991
"1021","S:Mono","PLAU","ITGB1","T:CH",2.20995108
"1032","S:Mono","SPP1","ITGB1","T:CH",2.3464560131
"1042","S:Mono","THBS1","ITGB1","T:CH",2.5120290138
"1062","S:Mono","VCAN","ITGB1","T:CH",2.7434771493
"1071","S:Mono","VEGFA","ITGB1","T:CH",2.3483257268
"1191","S:Mono","SERPINA1","LRP1","T:CH",2.9827899687
"1201","S:Mono","THBS1","LRP1","T:CH",1.7910204138
"123","S:Mono","VEGFA","NRP1","T:FB",1.6340353268
"218","S:Mono","TNF","TNFRSF1A","T:FB",2.5890474331
"313","S:Mono","TNF","LTBR","T:FB",1.7513677331
"414","S:Mono","TNFSF12","TNFRSF12A","T:FB",1.7578364922
"515","S:Mono","TIMP1","CD63","T:FB",1.7864005292
"615","S:Mono","THBS1","CD47","T:FB",1.5714083638
"712","S:Mono","TGFB1","TGFBR2","T:FB",1.5947942713
"88","S:Mono","TGFB1","ACVRL1","T:FB",1.5759290713
"910","S:Mono","TGFB1","TGFBR3","T:FB",1.5462277713
"10","S:Mono","TGFB1","ENG","T:FB",1.6041814713
"153","S:Mono","OSM","OSMR","T:FB",1.7148691261
"194","S:Mono","IL1B","IL1R1","T:FB",3.805450528
"202","S:Mono","IL1RN","IL1R1","T:FB",2.1901510745
"219","S:Mono","IL10","IL10RB","T:FB",1.9105247629
"253","S:Mono","HBEGF","CD9","T:FB",1.9698187495
"273","S:Mono","GNAS","PTGIR","T:FB",1.5005098233
"322","S:Mono","TGFB1","SDC2","T:FB",2.0423904713
"343","S:Mono","HBEGF","CD44","T:FB",1.9947568895
"371","S:Mono","VCAN","CD44","T:FB",1.8345301893
"392","S:Mono","EREG","ERBB2","T:FB",2.1803177011
"402","S:Mono","HBEGF","ERBB2","T:FB",2.3952459495
"434","S:Mono","EBI3","IL6ST","T:FB",1.7771414412
"442","S:Mono","OSM","IL6ST","T:FB",1.8950175261
"461","S:Mono","THBS1","SDC4","T:FB",1.6482198138
"516","S:Mono","NAMPT","INSR","T:FB",1.6518804898
"531","S:Mono","RTN4","NGFR","T:FB",1.7115923811
"652","S:Mono","AREG","EGFR","T:FB",3.334242943
"673","S:Mono","EREG","EGFR","T:FB",2.4084326011
"683","S:Mono","GNAI2","EGFR","T:FB",1.5442243015
"694","S:Mono","HBEGF","EGFR","T:FB",2.6253608495
"722","S:Mono","VCAN","EGFR","T:FB",1.7351341493
"733","S:Mono","VEGFA","EGFR","T:FB",1.6899827268
"982","S:Mono","CD14","ITGB1","T:FB",3.324989382
"1001","S:Mono","F13A1","ITGB1","T:FB",2.2921105991
"1063","S:Mono","THBS1","ITGB1","T:FB",1.5954759138
"1082","S:Mono","VCAN","ITGB1","T:FB",1.8269240493
"1101","S:Mono","ADAM10","AXL","T:FB",1.5349668363
"1132","S:Mono","APOE","LRP1","T:FB",1.6016318896
"1161","S:Mono","CALR","LRP1","T:FB",2.1872658104
"1182","S:Mono","LRPAP1","LRP1","T:FB",1.8665128296
"1192","S:Mono","PLAU","LRP1","T:FB",2.27352208
"1202","S:Mono","PSAP","LRP1","T:FB",2.2840062353
"1211","S:Mono","SERPINA1","LRP1","T:FB",3.7953695687
"1222","S:Mono","THBS1","LRP1","T:FB",2.6036000138
"314","S:Mono","VCAN","TLR1","T:DC",2.2250622493
"415","S:Mono","TNF","TNFRSF1B","T:DC",2.7579964331
"517","S:Mono","TNF","TNFRSF1A","T:DC",1.9190103331
"616","S:Mono","TNF","LTBR","T:DC",1.5822752031
"810","S:Mono","TIMP1","CD63","T:DC",1.6847939292
"911","S:Mono","THBS1","CD47","T:DC",1.5950308138
"101","S:Mono","THBS1","CD36","T:DC",1.8381705138
"163","S:Mono","SEMA4A","PLXND1","T:DC",1.6721901427
"174","S:Mono","S100A8","TLR4","T:DC",5.4821321333
"184","S:Mono","S100A9","TLR4","T:DC",4.8144655729
"203","S:Mono","VCAN","TLR2","T:DC",2.3705236493
"233","S:Mono","IL1B","IL1R2","T:DC",4.250791928
"242","S:Mono","IL1RN","IL1R2","T:DC",2.6104924745
"266","S:Mono","IL10","IL10RB","T:DC",2.2252046349
"274","S:Mono","IL10","IL10RA","T:DC",2.3318009349
"315","S:Mono","HLA-B","CANX","T:DC",1.6369805049
"344","S:Mono","GNAI2","C5AR1","T:DC",2.3722693015
"352","S:Mono","RPS19","C5AR1","T:DC",1.8442680596
"403","S:Mono","PLAU","PLAUR","T:DC",2.73597108
"443","S:Mono","HBEGF","CD44","T:DC",2.0035832595
"473","S:Mono","VCAN","CD44","T:DC",1.8433565593
"532","S:Mono","IL16","CD4","T:DC",2.1199451443
"552","S:Mono","CCL3","CCR1","T:DC",3.9125946795
"561","S:Mono","CCL4","CCR1","T:DC",3.5859259302
"604","S:Mono","ICAM1","ITGB2","T:DC",2.0506726363
"617","S:Mono","ICAM2","ITGB2","T:DC",1.5855586063
"622","S:Mono","ICAM3","ITGB2","T:DC",1.9342687759
"632","S:Mono","PLAU","ITGB2","T:DC",2.16722208
"642","S:Mono","SELPLG","ITGB2","T:DC",2.1459789929
"701","S:Mono","ICAM1","ITGAM","T:DC",1.7155983363
"723","S:Mono","PLAU","ITGAM","T:DC",1.85014778
"734","S:Mono","SELPLG","ITGAM","T:DC",1.8289046929
"774","S:Mono","C1QA","CD93","T:DC",3.1593131595
"781","S:Mono","B2M","TFRC","T:DC",2.6016662584
"792","S:Mono","B2M","LILRB2","T:DC",1.9078953584
"813","S:Mono","HLA-B","LILRB2","T:DC",1.9524660049
"821","S:Mono","HLA-C","LILRB2","T:DC",1.5646488305
"881","S:Mono","TNF","TNFRSF21","T:DC",1.9224313331
"912","S:Mono","ANXA1","FPR3","T:DC",2.3912516767
"922","S:Mono","HEBP1","FPR3","T:DC",1.912392967
"933","S:Mono","ANXA1","FPR1","T:DC",2.4812796767
"942","S:Mono","GNAI2","FPR1","T:DC",2.3870343015
"983","S:Mono","CD14","ITGB1","T:DC",1.927692482
"1212","S:Mono","SERPINA1","LRP1","T:DC",2.4938961687
"124","S:Mono","VEGFA","NRP2","T:Neurons",2.2746873268
"220","S:Mono","TNF","TNFRSF1A","T:Neurons",2.4318563331
"518","S:Mono","THBS1","CD47","T:Neurons",1.8290561138
"618","S:Mono","TGFB1","TGFBR2","T:Neurons",1.7174712713
"713","S:Mono","SYTL3","NRXN1","T:Neurons",3.2072555185
"814","S:Mono","HLA-B","CANX","T:Neurons",1.9859371049
"105","S:Mono","HBEGF","CD9","T:Neurons",4.5900238495
"1111","S:Mono","HBEGF","CD82","T:Neurons",2.4885036495
"133","S:Mono","FN1","ITGB8","T:Neurons",1.5606643548
"143","S:Mono","TGFB1","ITGB8","T:Neurons",3.2225900713
"175","S:Mono","HBEGF","CD44","T:Neurons",2.6617397495
"185","S:Mono","PKM","CD44","T:Neurons",1.583548878
"195","S:Mono","SPP1","CD44","T:Neurons",2.0234919131
"204","S:Mono","VCAN","CD44","T:Neurons",2.5015130493
"226","S:Mono","EREG","ERBB2","T:Neurons",3.1179036011
"234","S:Mono","HBEGF","ERBB2","T:Neurons",3.3328318495
"254","S:Mono","SEMA4D","ERBB2","T:Neurons",2.1225184264
"294","S:Mono","THBS1","SDC4","T:Neurons",2.3285318138
"345","S:Mono","AREG","ERBB3","T:Neurons",4.603580943
"353","S:Mono","EREG","ERBB3","T:Neurons",3.6807706011
"393","S:Mono","PSEN1","NCSTN","T:Neurons",1.6171381066
"404","S:Mono","APP","GPC1","T:Neurons",1.5474864418
"416","S:Mono","VEGFA","GPC1","T:Neurons",3.0301157268
"425","S:Mono","ADAM9","ITGA6","T:Neurons",2.4917791166
"444","S:Mono","THBS1","ITGA6","T:Neurons",2.8805850138
"462","S:Mono","ADAM9","ITGAV","T:Neurons",2.0534474166
"474","S:Mono","CALR","ITGAV","T:Neurons",1.6789191104
"519","S:Mono","PLAU","ITGAV","T:Neurons",2.06817538
"522","S:Mono","SPP1","ITGAV","T:Neurons",2.2146803131
"533","S:Mono","TGFB1","ITGAV","T:Neurons",1.9431363713
"541","S:Mono","VEGFA","ITGAV","T:Neurons",2.2035500268
"582","S:Mono","CD14","ITGB1","T:Neurons",3.470118082
"605","S:Mono","F13A1","ITGB1","T:Neurons",2.4372392991
"653","S:Mono","SPP1","ITGB1","T:Neurons",1.5750316131
"663","S:Mono","THBS1","ITGB1","T:Neurons",1.7406046138
"684","S:Mono","VCAN","ITGB1","T:Neurons",1.9720527493
"695","S:Mono","VEGFA","ITGB1","T:Neurons",1.5769013268
"702","S:Mono","ADAM10","AXL","T:Neurons",1.7079026363
"126","S:Mono","TNF","TNFRSF1A","T:Astrocyte",2.3185683331
"227","S:Mono","TNF","LTBR","T:Astrocyte",3.3276145331
"316","S:Mono","TNFSF12","TNFRSF12A","T:Astrocyte",1.6765844922
"520","S:Mono","THBS1","CD47","T:Astrocyte",2.1630170138
"619","S:Mono","TGFB1","TGFBR2","T:Astrocyte",1.6661106713
"815","S:Mono","SYTL3","NRXN1","T:Astrocyte",2.4165975185
"913","S:Mono","SEMA4A","PLXND1","T:Astrocyte",2.3412095427
"1010","S:Mono","PSEN1","NOTCH4","T:Astrocyte",2.0732690066
"1112","S:Mono","OSM","OSMR","T:Astrocyte",3.2330966261
"1210","S:Mono","OSM","LIFR","T:Astrocyte",2.3421814261
