"","Source","Ligand","Receptor","Target","Weight"
"7727","S:DC","ICAM1","ITGAM","T:Mono",1.9745846785
"7927","S:DC","PLAU","ITGAM","T:Mono",2.2805289147
"8028","S:DC","SELPLG","ITGAM","T:Mono",2.0137767797
"8426","S:DC","C1QA","CD93","T:Mono",4.4393391682
"8628","S:DC","B2M","TFRC","T:Mono",1.6503853671
"8727","S:DC","B2M","LILRB2","T:Mono",2.3380581671
"8926","S:DC","HLA-B","LILRB2","T:Mono",2.1437816141
"9020","S:DC","HLA-C","LILRB2","T:Mono",1.626712586
"10619","S:DC","APOE","SORL1","T:Mono",1.7199882857
"10818","S:DC","ANXA1","FPR3","T:Mono",2.040081854
"10918","S:DC","HEBP1","FPR3","T:Mono",1.5725336148
"11025","S:DC","ANXA1","FPR2","T:Mono",1.832954954
"11226","S:DC","ANXA1","FPR1","T:Mono",3.375022254
"11320","S:DC","GNAI2","FPR1","T:Mono",3.2922169266
"11420","S:DC","ADAM28","ITGA4","T:Mono",1.8184046316
"11520","S:DC","CD14","ITGA4","T:Mono",3.1572406095
"11620","S:DC","F13A1","ITGA4","T:Mono",3.8037927064
"12417","S:DC","CD14","ITGB1","T:Mono",1.6334449095
"12715","S:DC","F13A1","ITGB1","T:Mono",2.2759970064
"1280","S:DC","TNFSF13B","TNFRSF17","T:ProB_CD34+",2.4061588988
"2150","S:DC","TNFSF13B","TNFRSF13C","T:ProB_CD34+",3.3797388988
"5108","S:DC","SELPLG","SELL","T:ProB_CD34+",1.7619712797
"7108","S:DC","PLAU","ST14","T:ProB_CD34+",1.8244165147
"8107","S:DC","IL18","CD48","T:ProB_CD34+",2.2826943065
"990","S:DC","ICAM1","IL2RG","T:ProB_CD34+",1.5541659785
"14125","S:DC","HBEGF","CD82","T:ProB_CD34+",2.5179874581
"1950","S:DC","HBEGF","CD44","T:ProB_CD34+",1.5520240581
"2628","S:DC","B2M","HLA-F","T:ProB_CD34+",1.7777765671
"2729","S:DC","CALR","HLA-F","T:ProB_CD34+",1.9145344405
"3130","S:DC","CD14","ITGB1","T:ProB_CD34+",1.6201899095
"3428","S:DC","F13A1","ITGB1","T:ProB_CD34+",2.2627420064
"5130","S:DC","TNF","TNFRSF1B","T:Mø",2.016172301
"1290","S:DC","TGFB1","TGFBR1","T:Mø",1.504976071
"14219","S:DC","SEMA4A","PLXND1","T:Mø",1.8034227759
"1660","S:DC","S100A9","TLR4","T:Mø",3.2039642903
"17124","S:DC","PLTP","ABCA1","T:Mø",3.0682005689
"18120","S:DC","IL10","IL10RB","T:Mø",1.8921391715
"19120","S:DC","IL10","IL10RA","T:Mø",2.1654860715
"2040","S:DC","ICAM1","IL2RA","T:Mø",1.6671482785
"26112","S:DC","HBEGF","CD9","T:Mø",1.8337964581
"2829","S:DC","GNAI2","C5AR1","T:Mø",2.9473769266
"2930","S:DC","RPS19","C5AR1","T:Mø",2.1565464085
"31118","S:DC","GNAS","ADCY7","T:Mø",1.5043303959
"34112","S:DC","PLAU","PLAUR","T:Mø",2.9941505147
"4229","S:DC","IL16","CD4","T:Mø",2.2291120692
"4727","S:DC","HBEGF","CD44","T:Mø",2.0076167581
"5229","S:DC","CCL13","CCR1","T:Mø",3.9505447311
"54113","S:DC","CCL3","CCR1","T:Mø",2.177210411
"5529","S:DC","CCL4","CCR1","T:Mø",2.0336654836
"5629","S:DC","CCL8","CCR1","T:Mø",2.3693970507
"6027","S:DC","ICAM1","ITGB2","T:Mø",2.7430662785
"61117","S:DC","ICAM2","ITGB2","T:Mø",2.0439936337
"62115","S:DC","ICAM3","ITGB2","T:Mø",2.2150042826
"63112","S:DC","PLAU","ITGB2","T:Mø",3.0310105147
"6428","S:DC","SELPLG","ITGB2","T:Mø",2.7642583797
"6627","S:DC","ICAM1","ITGAX","T:Mø",1.6222051785
"70113","S:DC","ICAM1","ITGAM","T:Mø",1.8728868785
"7228","S:DC","PLAU","ITGAM","T:Mø",2.1788311147
"73113","S:DC","SELPLG","ITGAM","T:Mø",1.9120789797
"77112","S:DC","C1QA","CD93","T:Mø",4.6650895682
"79111","S:DC","B2M","TFRC","T:Mø",2.2501736671
"80112","S:DC","B2M","LILRB2","T:Mø",2.0917633671
"8228","S:DC","HLA-B","LILRB2","T:Mø",1.8974868141
"9620","S:DC","ANXA1","FPR3","T:Mø",2.596093254
"9725","S:DC","HEBP1","FPR3","T:Mø",2.1285450148
"9820","S:DC","ANXA1","FPR1","T:Mø",3.036651254
"9924","S:DC","GNAI2","FPR1","T:Mø",2.9538459266
"10226","S:DC","PLAU","ITGB5","T:Mø",1.6294177147
"10326","S:DC","ADAM28","ITGA4","T:Mø",1.6694931316
"10420","S:DC","CD14","ITGA4","T:Mø",3.0083291095
"10520","S:DC","F13A1","ITGA4","T:Mø",3.6548812064
"11719","S:DC","PLAU","ITGAV","T:Mø",1.5283275347
"12418","S:DC","CD14","ITGB1","T:Mø",1.6053609095
"12716","S:DC","F13A1","ITGB1","T:Mø",2.2479130064
"14713","S:DC","PLAU","LRP1","T:Mø",1.5183971547
"3108","S:DC","TNF","TNFRSF1A","T:SC",1.686943501
"5328","S:DC","TNFSF12","TNFRSF12A","T:SC",1.8822173149
"11107","S:DC","SELPLG","ESAM","T:SC",1.9498901797
"12128","S:DC","PSEN1","NOTCH3","T:SC",2.0789065178
"17217","S:DC","IL10","IL10RB","T:SC",1.5619648315
"22119","S:DC","HBEGF","CD9","T:SC",2.3580887581
"2338","S:DC","HBEGF","CD82","T:SC",1.8274544471
"24113","S:DC","HBEGF","ERBB2","T:SC",2.2664880581
"27112","S:DC","GNAS","PTGIR","T:SC",1.5407271959
"28113","S:DC","GNAI2","EDNRA","T:SC",1.8752751266
"3229","S:DC","TGFB1","SDC2","T:SC",1.725348771
"39115","S:DC","THBS1","CD36","T:SC",1.5955551362
"42115","S:DC","HBEGF","CD44","T:SC",2.1018499581
"61210","S:DC","VEGFA","GPC1","T:SC",1.6478526639
"64112","S:DC","GNAI2","CAV1","T:SC",2.4661989266
"6529","S:DC","HRAS","CAV1","T:SC",2.0150239679
"66112","S:DC","ICAM1","CAV1","T:SC",2.3054932785
"67111","S:DC","TGFB1","CAV1","T:SC",2.391271271
"68112","S:DC","APOE","LDLR","T:SC",1.6680580857
"7426","S:DC","CD14","ITGB1","T:SC",3.6276941095
"7728","S:DC","F13A1","ITGB1","T:SC",4.2702462064
"8129","S:DC","PLAU","ITGB1","T:SC",2.2970707147
"86112","S:DC","VEGFA","ITGB1","T:SC",2.0353409639
"87113","S:DC","ADAM10","AXL","T:SC",1.6517580566
"8827","S:DC","GAS6","AXL","T:SC",1.5245324107
"9129","S:DC","APOE","LRP1","T:SC",1.5587927857
"97112","S:DC","PLAU","LRP1","T:SC",1.6497833147
"1560","S:DC","VEGFA","NRP2","T:EC",1.5932864639
"21011","S:DC","VEGFA","FLT1","T:EC",2.9451687639
"3729","S:DC","VEGFB","FLT1","T:EC",2.8173725332
"4328","S:DC","VEGFA","NRP1","T:EC",1.8551836639
"5828","S:DC","VEGFB","NRP1","T:EC",1.6933874332
"6108","S:DC","TNF","TNFRSF1B","T:EC",1.739331901
"7627","S:DC","TNF","TNFRSF1A","T:EC",2.324619401
"1370","S:DC","VEGFA","KDR","T:EC",1.7709696639
"16120","S:DC","TGFB1","TGFBR2","T:EC",2.526274271
"17316","S:DC","TGFB1","ACVRL1","T:EC",1.895410371
"18217","S:DC","TGFB1","TGFBR3","T:EC",1.947804971
"19217","S:DC","TGFB1","ENG","T:EC",3.067945271
"20119","S:DC","SEMA4A","PLXND1","T:EC",1.7572116759
"2159","S:DC","SELPLG","ESAM","T:EC",2.7897923797
"22214","S:DC","SELPLG","SELP","T:EC",2.0554651797
"25113","S:DC","PSEN1","NOTCH4","T:EC",1.6996827178
"27210","S:DC","OSM","LIFR","T:EC",2.064261594
"28210","S:DC","IL1B","IL1R1","T:EC",2.7311303197
"29113","S:DC","IL1B","ADRB2","T:EC",2.2974067197
"3028","S:DC","IL10","IL10RB","T:EC",1.5010155115
"31210","S:DC","HMGB1","THBD","T:EC",2.3384356072
"3429","S:DC","HBEGF","CD9","T:EC",2.1856106581
"40114","S:DC","EBI3","IL27RA","T:EC",1.7065049369
"4137","S:DC","EBI3","IL6ST","T:EC",2.3303254369
"42210","S:DC","OSM","IL6ST","T:EC",2.101466794
"4529","S:DC","CALR","SCARF1","T:EC",2.1513814405
"49112","S:DC","C1QA","CD93","T:EC",5.0985076682
"51118","S:DC","B2M","HLA-F","T:EC",1.7450049671
"52114","S:DC","CALR","HLA-F","T:EC",1.8817628405
"5429","S:DC","ARF1","INSR","T:EC",1.5152367372
"55116","S:DC","HRAS","INSR","T:EC",2.1171989679
"56114","S:DC","IGF1","INSR","T:EC",1.9919736061
"5727","S:DC","NAMPT","INSR","T:EC",2.575240291
"62210","S:DC","GNAI2","CAV1","T:EC",1.9414097266
"6429","S:DC","ICAM1","CAV1","T:EC",1.7807040785
"65114","S:DC","TGFB1","CAV1","T:EC",1.866482071
"6628","S:DC","APOE","SCARB1","T:EC",1.8502412857
"6828","S:DC","APOE","LRP5","T:EC",1.6328864857
"71115","S:DC","ADM","RAMP2","T:EC",3.7381525591
"72113","S:DC","ADM","CALCRL","T:EC",1.8718284591
"7329","S:DC","ADAM9","ITGA6","T:EC",1.9118327567
"7527","S:DC","THBS1","ITGA6","T:EC",1.5270467362
"7737","S:DC","MFNG","NOTCH1","T:EC",1.5027964218
"7827","S:DC","PSEN1","NOTCH1","T:EC",1.5178354178
"8327","S:DC","PLAU","ITGA5","T:EC",2.4483346147
"84112","S:DC","SPP1","ITGA5","T:EC",1.5678852781
"88113","S:DC","CD14","ITGB1","T:EC",2.4159895095
"91114","S:DC","F13A1","ITGB1","T:EC",3.0585416064
"11915","S:DC","VEGFA","NRP1","T:SMC",1.6776924639
"21124","S:DC","VEGFB","NRP1","T:SMC",1.5158962332
"3109","S:DC","TNF","TNFRSF1A","T:SMC",1.823770201
"5109","S:DC","TNFSF12","TNFRSF12A","T:SMC",1.9663857149
"9227","S:DC","TGFB1","ACVRL1","T:SMC",1.585102671
"14315","S:DC","PLAU","MRC2","T:SMC",1.6233558147
"15125","S:DC","OSM","OSMR","T:SMC",1.596042294
"20215","S:DC","IL1B","IL1R1","T:SMC",2.4391052197
"21213","S:DC","IL10","IL10RB","T:SMC",1.5527755015
"2629","S:DC","HBEGF","CD9","T:SMC",2.0747874331
"2737","S:DC","HBEGF","CD82","T:SMC",1.6919522581
"2837","S:DC","HBEGF","ERBB2","T:SMC",2.1829919581
"3137","S:DC","GNAS","PTGIR","T:SMC",1.9577262959
"32115","S:DC","GNAI2","F2R","T:SMC",1.5083726266
"3829","S:DC","HRAS","SDC2","T:SMC",1.6747383679
"39210","S:DC","TGFB1","SDC2","T:SMC",2.070985671
"40210","S:DC","EBI3","IL6ST","T:SMC",1.8759514369
"41119","S:DC","OSM","IL6ST","T:SMC",1.647092794
"4929","S:DC","HBEGF","CD44","T:SMC",1.7813571731
"7747","S:DC","AREG","EGFR","T:SMC",2.2503193284
"8029","S:DC","GNAI2","EGFR","T:SMC",1.5266085266
"81116","S:DC","HBEGF","EGFR","T:SMC",2.3642742581
"8528","S:DC","VEGFA","EGFR","T:SMC",1.5721173639
"90111","S:DC","PLAU","ITGB5","T:SMC",1.6239407147
"98111","S:DC","PLAU","ITGAV","T:SMC",1.6515508147
"106110","S:DC","PLAU","ITGA5","T:SMC",1.5195511427
"11128","S:DC","CD14","ITGB1","T:SMC",3.2328488095
"114110","S:DC","F13A1","ITGB1","T:SMC",3.8754009064
"11817","S:DC","PLAU","ITGB1","T:SMC",1.9022254147
"12320","S:DC","VEGFA","ITGB1","T:SMC",1.6404956639
"12916","S:DC","APOE","LRP1","T:SMC",2.5156589857
"13219","S:DC","CALR","LRP1","T:SMC",2.4209400405
"13414","S:DC","LRPAP1","LRP1","T:SMC",1.8096214946
"13516","S:DC","PLAU","LRP1","T:SMC",2.6066495147
"13610","S:DC","PSAP","LRP1","T:SMC",2.1523368546
"13716","S:DC","SERPINA1","LRP1","T:SMC",2.4048930111
"13816","S:DC","THBS1","LRP1","T:SMC",1.7532734362
"51210","S:DC","TNFSF12","TNFRSF12A","T:CH",1.7625775149
"22310","S:DC","HBEGF","CD9","T:CH",3.2501336581
"23116","S:DC","HBEGF","CD82","T:CH",1.8845314981
"24211","S:DC","HBEGF","ERBB2","T:CH",2.3123222581
"2746","S:DC","GNAS","PTGIR","T:CH",1.7558574959
"2847","S:DC","GNAI2","UNC5B","T:CH",1.8070553266
"3147","S:DC","THBS1","TNFRSF11B","T:CH",2.0032454362
"32210","S:DC","TNFSF10","TNFRSF11B","T:CH",2.4434448065
"36112","S:DC","HRAS","SDC2","T:CH",1.8817809679
"37114","S:DC","TGFB1","SDC2","T:CH",2.278028271
"53113","S:DC","C1QA","CSPG4","T:CH",3.7896393682
"6329","S:DC","VEGFA","GPC1","T:CH",1.5952279639
"6637","S:DC","GNAI2","CAV1","T:CH",2.1028265266
"6727","S:DC","HRAS","CAV1","T:CH",1.6516515679
"6837","S:DC","ICAM1","CAV1","T:CH",1.9421208785
"69112","S:DC","TGFB1","CAV1","T:CH",2.027898871
"7337","S:DC","PLAU","ITGB5","T:CH",1.9070522147
"7756","S:DC","PLAU","ITGA3","T:CH",1.7404489147
"8728","S:DC","PLAU","ITGAV","T:CH",1.6988840147
"9726","S:DC","ADAM15","ITGB1","T:CH",1.7404540965
"9824","S:DC","ADAM17","ITGB1","T:CH",1.5733678481
"99111","S:DC","ADAM9","ITGB1","T:CH",1.6291744567
"10020","S:DC","CD14","ITGB1","T:CH",3.8933879095
"103111","S:DC","F13A1","ITGB1","T:CH",4.5359400064
"10720","S:DC","PLAU","ITGB1","T:CH",2.5627645147
"10819","S:DC","SPP1","ITGB1","T:CH",1.7233151781
"10919","S:DC","THBS1","ITGB1","T:CH",1.6813884362
"110111","S:DC","TIMP2","ITGB1","T:CH",1.6186122308
"112111","S:DC","VEGFA","ITGB1","T:CH",2.3010347639
"117110","S:DC","APOE","LRP1","T:CH",1.7227653857
"12018","S:DC","CALR","LRP1","T:CH",1.6280464405
"123110","S:DC","PLAU","LRP1","T:CH",1.8137559147
"12516","S:DC","SERPINA1","LRP1","T:CH",1.6119994111
"13017","S:DC","VEGFA","NRP1","T:FB",1.5867443639
"3157","S:DC","TNF","TNFRSF1A","T:FB",1.876705101
"5137","S:DC","TNFSF12","TNFRSF12A","T:FB",1.8990840149
"8108","S:DC","TGFB1","TGFBR2","T:FB",1.543480471
"9327","S:DC","TGFB1","ACVRL1","T:FB",1.524615271
"11108","S:DC","TGFB1","ENG","T:FB",1.552867671
"14413","S:DC","PLTP","ABCA1","T:FB",2.9519685689
"15217","S:DC","PLAU","MRC2","T:FB",1.6688820147
"16218","S:DC","OSM","OSMR","T:FB",1.536972994
"20313","S:DC","IL1B","IL1R1","T:FB",2.5629649197
"21311","S:DC","IL10","IL10RB","T:FB",1.5897869995
"2637","S:DC","HBEGF","CD9","T:FB",1.7793065581
"2756","S:DC","HBEGF","ERBB2","T:FB",2.2047337581
"30113","S:DC","GNAS","PTGIR","T:FB",1.7701347959
"35112","S:DC","HRAS","SDC2","T:FB",1.5948293679
"3629","S:DC","TGFB1","SDC2","T:FB",1.991076671
"37210","S:DC","EBI3","IL6ST","T:FB",1.9459800369
"38115","S:DC","OSM","IL6ST","T:FB",1.717121394
"44113","S:DC","HBEGF","CD44","T:FB",1.8042446981
"57112","S:DC","RTN4","NGFR","T:FB",1.6510347262
"6737","S:DC","ANXA1","EGFR","T:FB",1.507988254
"6847","S:DC","AREG","EGFR","T:FB",2.3208937284
"71210","S:DC","GNAI2","EGFR","T:FB",1.5971829266
"7229","S:DC","HBEGF","EGFR","T:FB",2.4348486581
"76112","S:DC","VEGFA","EGFR","T:FB",1.6426917639
"81210","S:DC","PLAU","ITGB5","T:FB",1.6738568147
"89112","S:DC","PLAU","ITGAV","T:FB",1.6782899147
"102112","S:DC","CD14","ITGB1","T:FB",2.9768348095
"105110","S:DC","F13A1","ITGB1","T:FB",3.6193869064
"10924","S:DC","PLAU","ITGB1","T:FB",1.6462114147
"11818","S:DC","A2M","LRP1","T:FB",1.5085920317
"11916","S:DC","APOE","LRP1","T:FB",2.5353449857
"12224","S:DC","CALR","LRP1","T:FB",2.4406260405
"12424","S:DC","LRPAP1","LRP1","T:FB",1.8293074946
"12517","S:DC","PLAU","LRP1","T:FB",2.6263355147
"12616","S:DC","PSAP","LRP1","T:FB",2.1720228546
"12724","S:DC","SERPINA1","LRP1","T:FB",2.4245790111
"12816","S:DC","THBS1","LRP1","T:FB",1.7729594362
"5147","S:DC","TNF","TNFRSF1B","T:DC",2.045654101
"14514","S:DC","SEMA4A","PLXND1","T:DC",1.6353971759
"16316","S:DC","S100A9","TLR4","T:DC",3.1728044903
"17414","S:DC","PLTP","ABCA1","T:DC",2.9702242689
"19314","S:DC","IL1B","IL1R2","T:DC",3.0083063197
"21410","S:DC","IL10","IL10RB","T:DC",1.9044668715
"2248","S:DC","IL10","IL10RA","T:DC",2.0110631715
"2437","S:DC","ICAM1","IL2RA","T:DC",1.6728798785
"3167","S:DC","GNAI2","C5AR1","T:DC",2.4252279266
"3237","S:DC","RPS19","C5AR1","T:DC",1.6343974085
"3437","S:DC","GNAS","ADCY7","T:DC",1.5279871959
"3737","S:DC","PLAU","PLAUR","T:DC",3.0887845147
"45113","S:DC","IL16","CD4","T:DC",2.1427205692
"5027","S:DC","HBEGF","CD44","T:DC",1.8130710681
"55210","S:DC","CCL13","CCR1","T:DC",3.8853099311
"5728","S:DC","CCL3","CCR1","T:DC",2.111975611
"58114","S:DC","CCL4","CCR1","T:DC",1.9684306836
"59113","S:DC","CCL8","CCR1","T:DC",2.3041622507
"6336","S:DC","ICAM1","ITGB2","T:DC",2.2320912785
"6437","S:DC","ICAM2","ITGB2","T:DC",1.5330186337
"65210","S:DC","ICAM3","ITGB2","T:DC",1.7040292826
"6646","S:DC","PLAU","ITGB2","T:DC",2.5200355147
"6746","S:DC","SELPLG","ITGB2","T:DC",2.2532833797
"7346","S:DC","ICAM1","ITGAM","T:DC",1.8970169785
"75111","S:DC","PLAU","ITGAM","T:DC",2.2029612147
"7628","S:DC","SELPLG","ITGAM","T:DC",1.9362090797
"8036","S:DC","C1QA","CD93","T:DC",4.3755417682
"82112","S:DC","B2M","TFRC","T:DC",2.6510321671
"83112","S:DC","B2M","LILRB2","T:DC",1.9572612671
"85112","S:DC","HLA-B","LILRB2","T:DC",1.7629847141
"9734","S:DC","ANXA1","FPR3","T:DC",2.432770254
"9834","S:DC","HEBP1","FPR3","T:DC",1.9652220148
"9925","S:DC","ANXA1","FPR1","T:DC",2.522798254
"100111","S:DC","GNAI2","FPR1","T:DC",2.4399929266
"104111","S:DC","CD14","ITGB1","T:DC",1.5795379095
"107110","S:DC","F13A1","ITGB1","T:DC",2.2220900064
"13125","S:DC","VEGFA","NRP2","T:Neurons",2.2273963639
"21510","S:DC","TNF","TNFRSF1A","T:Neurons",1.719514001
"3177","S:DC","TNFSF12","TNFRSF12A","T:Neurons",1.5828939149
"6109","S:DC","TGFB1","TGFBR2","T:Neurons",1.666157471
"7109","S:DC","HLA-B","CANX","T:Neurons",1.7964558141
"9420","S:DC","HBEGF","CD9","T:Neurons",4.3995116581
"1090","S:DC","HBEGF","CD82","T:Neurons",2.2979914581
"111112","S:DC","HBEGF","ERBB2","T:Neurons",3.1423196581
"16415","S:DC","TGFB1","ITGB8","T:Neurons",3.171276271
"2447","S:DC","HBEGF","CD44","T:Neurons",2.4712275581
"3529","S:DC","AREG","ERBB3","T:Neurons",3.5902317284
"4037","S:DC","APP","GPC1","T:Neurons",1.6099503863
"41211","S:DC","VEGFA","GPC1","T:Neurons",2.9828247639
"4237","S:DC","ADAM9","ITGA6","T:Neurons",2.4347304567
"44210","S:DC","THBS1","ITGA6","T:Neurons",2.0499444362
"4627","S:DC","ADAM9","ITGAV","T:Neurons",1.9963987567
"47112","S:DC","CALR","ITGAV","T:Neurons",1.9322793405
"52210","S:DC","PLAU","ITGAV","T:Neurons",2.4209888147
"5329","S:DC","SPP1","ITGAV","T:Neurons",1.5915394781
"5437","S:DC","TGFB1","ITGAV","T:Neurons",1.891822571
"5536","S:DC","VEGFA","ITGAV","T:Neurons",2.1562590639
"59210","S:DC","CD14","ITGB1","T:Neurons",3.1219635095
"6237","S:DC","F13A1","ITGB1","T:Neurons",3.7645156064
"6656","S:DC","PLAU","ITGB1","T:Neurons",1.7913401147
"7137","S:DC","VEGFA","ITGB1","T:Neurons",1.5296103639
"7236","S:DC","ADAM10","AXL","T:Neurons",1.6008308566
"13318","S:DC","TNF","TNFRSF1A","T:Astrocyte",1.606226001
"2169","S:DC","TNF","LTBR","T:Astrocyte",2.615272201
"3186","S:DC","TNFSF12","TNFRSF12A","T:Astrocyte",1.8178320149
"6137","S:DC","TGFB1","TGFBR2","T:Astrocyte",1.614796871
"8137","S:DC","SEMA4A","PLXND1","T:Astrocyte",2.3044165759
"9520","S:DC","PSEN1","NOTCH4","T:Astrocyte",1.9205106178
"10128","S:DC","OSM","OSMR","T:Astrocyte",3.055200494
"11129","S:DC","OSM","LIFR","T:Astrocyte",2.164285294
"1469","S:DC","IL1B","IL1RAP","T:Astrocyte",3.2717062197
"15316","S:DC","HLA-B","CANX","T:Astrocyte",2.7353866141
"17510","S:DC","HBEGF","CD9","T:Astrocyte",4.3671086581
"18315","S:DC","HBEGF","CD82","T:Astrocyte",2.4432299581
"19410","S:DC","HBEGF","ERBB2","T:Astrocyte",2.9193012581
"2179","S:DC","GNAI2","F2R","T:Astrocyte",2.1893267266
"2259","S:DC","GAS6","TYRO3","T:Astrocyte",3.3370161107
"23211","S:DC","PROS1","TYRO3","T:Astrocyte",3.3587021033
"2856","S:DC","TGFB1","ITGB8","T:Astrocyte",2.758229271
"33112","S:DC","HBEGF","CD44","T:Astrocyte",2.0211790581
"4047","S:DC","AREG","ERBB3","T:Astrocyte",4.8247097284
"4138","S:DC","APP","NCSTN","T:Astrocyte",2.0846613863
"4247","S:DC","PSEN1","NCSTN","T:Astrocyte",3.2477715178
"43113","S:DC","APP","GPC1","T:Astrocyte",2.1521913863
"4437","S:DC","VEGFA","GPC1","T:Astrocyte",3.5250657639
"45210","S:DC","APOE","SCARB1","T:Astrocyte",2.3620829857
"4728","S:DC","ADAM17","NOTCH1","T:Astrocyte",2.9871468481
"4827","S:DC","MFNG","NOTCH1","T:Astrocyte",3.1090105218
"4937","S:DC","PSEN1","NOTCH1","T:Astrocyte",3.1240495178
"50111","S:DC","ADAM15","ITGAV","T:Astrocyte",2.0711950965
"5157","S:DC","ADAM9","ITGAV","T:Astrocyte",2.9049154567
"5237","S:DC","CALR","ITGAV","T:Astrocyte",2.8407960405
"5736","S:DC","PLAU","ITGAV","T:Astrocyte",3.3295055147
"5829","S:DC","SPP1","ITGAV","T:Astrocyte",2.5000561781
"5937","S:DC","TGFB1","ITGAV","T:Astrocyte",2.800339271
"60111","S:DC","VEGFA","ITGAV","T:Astrocyte",3.0647757639
"6447","S:DC","CD14","ITGB1","T:Astrocyte",2.9721480095
"6756","S:DC","F13A1","ITGB1","T:Astrocyte",3.6147001064
"7147","S:DC","PLAU","ITGB1","T:Astrocyte",1.6415246147
"7766","S:DC","ADAM10","EPHA3","T:Astrocyte",1.9425107566
"8229","S:DC","APOE","LRP1","T:Astrocyte",2.4127263857
"8529","S:DC","CALR","LRP1","T:Astrocyte",2.3180074405
"8734","S:DC","LRPAP1","LRP1","T:Astrocyte",1.7066888946
"8828","S:DC","PLAU","LRP1","T:Astrocyte",2.5037169147
"8927","S:DC","PSAP","LRP1","T:Astrocyte",2.0494042546
"9026","S:DC","SERPINA1","LRP1","T:Astrocyte",2.3019604111
"91210","S:DC","THBS1","LRP1","T:Astrocyte",1.6503408362
"2189","S:DC","VEGFA","NRP1","T:Osteoblasts",2.0735978639
"3196","S:DC","VEGFB","NRP1","T:Osteoblasts",1.9118016332
"6147","S:DC","TNFSF12","TNFRSF12A","T:Osteoblasts",3.2794982149
"11137","S:DC","TGFB1","ENG","T:Osteoblasts",1.721859071
"15413","S:DC","PSEN1","NOTCH3","T:Osteoblasts",2.6570335178
"16514","S:DC","PLTP","ABCA1","T:Osteoblasts",2.9131424689
"20410","S:DC","PDAP1","PDGFRB","T:Osteoblasts",1.681456916
"2529","S:DC","HLA-B","CANX","T:Osteoblasts",1.7506759141
"2764","S:DC","HBEGF","CD9","T:Osteoblasts",2.1091494481
"2866","S:DC","HBEGF","CD82","T:Osteoblasts",1.5788449581
"29210","S:DC","HBEGF","ERBB2","T:Osteoblasts",2.6243559581
"31106","S:DC","GPI","AMFR","T:Osteoblasts",1.6388788673
"3247","S:DC","GNAS","PTGIR","T:Osteoblasts",1.5217778959
"3637","S:DC","GNAI2","EDNRA","T:Osteoblasts",2.1587181266
"38210","S:DC","GNAI2","ADCY9","T:Osteoblasts",1.7032277266
"3937","S:DC","GNAS","ADCY9","T:Osteoblasts",1.6440517959
"4329","S:DC","THBS1","TNFRSF11B","T:Osteoblasts",2.3302084362
"4447","S:DC","TNFSF10","TNFRSF11B","T:Osteoblasts",2.7704078065
"5028","S:DC","TGFB1","SDC2","T:Osteoblasts",1.820660971
"5837","S:DC","THBS1","SDC4","T:Osteoblasts",2.1556244362
"6247","S:DC","THBS1","CD36","T:Osteoblasts",1.5114898362
"6537","S:DC","HBEGF","CD44","T:Osteoblasts",1.9374314581
"7029","S:DC","CALR","SCARF1","T:Osteoblasts",1.5218339405
"74111","S:DC","C1QA","CD93","T:Osteoblasts",3.3859485682
"7635","S:DC","B2M","TFRC","T:Osteoblasts",1.6932146671
"8235","S:DC","NAMPT","INSR","T:Osteoblasts",1.557494891
"8629","S:DC","PSEN1","NCSTN","T:Osteoblasts",1.6822480178
"8934","S:DC","GNAI2","CAV1","T:Osteoblasts",2.1393059266
"9034","S:DC","HRAS","CAV1","T:Osteoblasts",1.6881309679
"9137","S:DC","ICAM1","CAV1","T:Osteoblasts",1.9786002785
"92112","S:DC","TGFB1","CAV1","T:Osteoblasts",2.064378271
"93111","S:DC","APOE","SCARB1","T:Osteoblasts",1.6821075857
"95111","S:DC","APOE","LDLR","T:Osteoblasts",1.9129491857
"9743","S:DC","ADM","CALCRL","T:Osteoblasts",1.9073308591
"10026","S:DC","PLAU","ITGB5","T:Osteoblasts",1.7556476147
"10524","S:DC","ADAM9","ITGAV","T:Osteoblasts",1.8196613567
"10626","S:DC","CALR","ITGAV","T:Osteoblasts",1.7555419405
"11147","S:DC","PLAU","ITGAV","T:Osteoblasts",2.2442514147
"113110","S:DC","TGFB1","ITGAV","T:Osteoblasts",1.715085171
"11425","S:DC","VEGFA","ITGAV","T:Osteoblasts",1.9795216639
"115110","S:DC","ADAM15","ITGB1","T:Osteoblasts",2.4832790965
"116110","S:DC","ADAM17","ITGB1","T:Osteoblasts",2.3161928481
"11725","S:DC","ADAM9","ITGB1","T:Osteoblasts",2.3719994567
"11825","S:DC","CD14","ITGB1","T:Osteoblasts",4.6362129095
"121112","S:DC","F13A1","ITGB1","T:Osteoblasts",5.2787650064
"12433","S:DC","LGALS3BP","ITGB1","T:Osteoblasts",1.6708153249
"12524","S:DC","PLAU","ITGB1","T:Osteoblasts",3.3055895147
"12617","S:DC","SPP1","ITGB1","T:Osteoblasts",2.4661401781
"12733","S:DC","THBS1","ITGB1","T:Osteoblasts",2.4242134362
"12817","S:DC","TIMP2","ITGB1","T:Osteoblasts",2.3614372308
"13018","S:DC","VEGFA","ITGB1","T:Osteoblasts",3.0438597639
"131112","S:DC","ADAM10","EPHA3","T:Osteoblasts",1.6800472566
"142110","S:DC","PLAU","LRP1","T:Osteoblasts",1.5569589147
