"","Source","Ligand","Receptor","Target","Weight"
"18165","S:Neurons","COL6A1","ITGB1","T:SMC",1.4612316524
"18166","S:Neurons","COL6A2","ITGB1","T:SMC",0.0782071767999999
"18167","S:Neurons","FBLN1","ITGB1","T:SMC",-2.0327059903
"18168","S:Neurons","FN1","ITGB1","T:SMC",0.297082133
"18169","S:Neurons","HSPG2","ITGB1","T:SMC",2.3090901402
"18170","S:Neurons","LAMA4","ITGB1","T:SMC",1.1135953523
"18171","S:Neurons","LAMB1","ITGB1","T:SMC",2.3141557306
"18172","S:Neurons","LGALS3BP","ITGB1","T:SMC",2.3463184819
"18173","S:Neurons","MDK","ITGB1","T:SMC",3.277423219
"18174","S:Neurons","SPP1","ITGB1","T:SMC",4.3827882284
"18175","S:Neurons","THBS1","ITGB1","T:SMC",0.6522773637
"18176","S:Neurons","TIMP2","ITGB1","T:SMC",1.1259383244
"18177","S:Neurons","ADAM10","EPHA3","T:SMC",1.5626290175
"18178","S:Neurons","ADAM10","AXL","T:SMC",1.8364931175
"18179","S:Neurons","GAS6","AXL","T:SMC",1.0975685269
"18180","S:Neurons","PROS1","AXL","T:SMC",1.6967102145
"18181","S:Neurons","A2M","LRP1","T:SMC",1.6708091792
"18182","S:Neurons","APP","LRP1","T:SMC",3.4109815622
"18183","S:Neurons","C3","LRP1","T:SMC",0.4332760445
"18184","S:Neurons","CALR","LRP1","T:SMC",2.2253477087
"18185","S:Neurons","CTGF","LRP1","T:SMC",-1.0480211353
"18186","S:Neurons","LPL","LRP1","T:SMC",4.0742656029
"18187","S:Neurons","LRPAP1","LRP1","T:SMC",2.4316987126
"18188","S:Neurons","MDK","LRP1","T:SMC",3.720847319
"18189","S:Neurons","PLAT","LRP1","T:SMC",2.8013988885
"18190","S:Neurons","PSAP","LRP1","T:SMC",2.0738732484
"18191","S:Neurons","SERPINE2","LRP1","T:SMC",1.9743716934
"18192","S:Neurons","THBS1","LRP1","T:SMC",1.3847014637
"18193","S:Neurons","TIMP1","CD63","T:CH",0.292712512
"18194","S:Neurons","RARRES2","CMKLR1","T:CH",2.8105777166
"18195","S:Neurons","NCAM1","PTPRA","T:CH",2.8979885888
"18196","S:Neurons","MFGE8","PDGFRB","T:CH",0.2531769614
"18197","S:Neurons","PDAP1","PDGFRB","T:CH",1.2278313258
"18198","S:Neurons","MDK","SDC4","T:CH",3.256646719
"18199","S:Neurons","THBS1","SDC4","T:CH",0.5365008637
"18200","S:Neurons","LRPAP1","SORT1","T:CH",1.6239759126
"18201","S:Neurons","LAMB2","RPSA","T:CH",0.7133485868
"18202","S:Neurons","LAMB1","ITGA7","T:CH",2.0081391306
"18203","S:Neurons","HMGB1","THBD","T:CH",-0.3779562863
"18204","S:Neurons","HLA-B","CANX","T:CH",0.3071881275
"18205","S:Neurons","HLA-A","APLP2","T:CH",1.0411782822
"18206","S:Neurons","HBEGF","CD9","T:CH",2.9796522435
"18207","S:Neurons","HBEGF","CD82","T:CH",1.6140500835
"18208","S:Neurons","HBEGF","ERBB2","T:CH",2.0418408435
"18209","S:Neurons","HLA-A","ERBB2","T:CH",0.8572230822
"18210","S:Neurons","L1CAM","ERBB2","T:CH",2.950183789
"18211","S:Neurons","GNAS","PTGIR","T:CH",1.0414442999
"18212","S:Neurons","GNAI2","UNC5B","T:CH",1.025025959
"18213","S:Neurons","GNAI2","F2R","T:CH",0.685648859
"18214","S:Neurons","FN1","TNFRSF11B","T:CH",1.176478233
"18215","S:Neurons","THBS1","TNFRSF11B","T:CH",1.6346734637
"18216","S:Neurons","FN1","NT5E","T:CH",-0.191190767
"18217","S:Neurons","FN1","ITGA8","T:CH",1.184279233
"18218","S:Neurons","FN1","SDC2","T:CH",0.933051233
"18219","S:Neurons","FGF7","NRP1","T:CH",-0.8688018972
"18220","S:Neurons","SEMA3C","NRP1","T:CH",1.2469712806
"18221","S:Neurons","FGF7","FGFR1","T:CH",0.3254478028
"18222","S:Neurons","NCAM1","FGFR1","T:CH",3.2647059488
"18223","S:Neurons","EFEMP2","PLSCR4","T:CH",1.0641916704
"18224","S:Neurons","EFEMP2","AQP1","T:CH",0.5120809904
"18225","S:Neurons","CYR61","ITGB5","T:CH",0.5472735995
"18226","S:Neurons","EDIL3","ITGB5","T:CH",1.766446732
"18227","S:Neurons","COL4A1","CD47","T:CH",1.7255948639
"18228","S:Neurons","THBS1","CD47","T:CH",0.3513951437
"18229","S:Neurons","COL1A1","ITGA11","T:CH",1.0882779537
"18230","S:Neurons","COL1A2","ITGA11","T:CH",1.7378771184
"18231","S:Neurons","COL1A1","ITGA1","T:CH",1.4233938537
"18232","S:Neurons","COL1A2","ITGA1","T:CH",2.0589930184
"18233","S:Neurons","COL4A1","ITGA1","T:CH",2.2904693839
"18234","S:Neurons","COL6A1","ITGA1","T:CH",1.6592239524
"18235","S:Neurons","COL6A2","ITGA1","T:CH",0.2731994768
"18236","S:Neurons","LAMB1","ITGA1","T:CH",2.5071480306
"18237","S:Neurons","COL1A1","DDR2","T:CH",0.9164448537
"18238","S:Neurons","COL1A1","CD44","T:CH",0.5442485537
"18239","S:Neurons","COL1A2","CD44","T:CH",1.1948477184
"18240","S:Neurons","FN1","CD44","T:CH",-0.423070867
"18241","S:Neurons","HBEGF","CD44","T:CH",1.2270181435
"18242","S:Neurons","PKM","CD44","T:CH",0.062853819
"18243","S:Neurons","SPP1","CD44","T:CH",3.7466352284
"18244","S:Neurons","VIM","CD44","T:CH",1.6447530774
"18245","S:Neurons","COL18A1","GPC4","T:CH",0.9117991065
"18246","S:Neurons","CALR","ITGA3","T:CH",1.1861471087
"18247","S:Neurons","FN1","ITGA3","T:CH",0.0913056329999999
"18248","S:Neurons","LAMA4","ITGA3","T:CH",0.9388188523
"18249","S:Neurons","LAMB1","ITGA3","T:CH",2.1543792306
"18250","S:Neurons","THBS1","ITGA3","T:CH",0.4445008637
"18251","S:Neurons","TIMP2","ITGA3","T:CH",0.9201618244
"18252","S:Neurons","C3","CD81","T:CH",-0.3403138555
"18253","S:Neurons","GPC3","CD81","T:CH",1.3430542719
"18254","S:Neurons","C3","CD46","T:CH",-0.2600218555
"18255","S:Neurons","B2M","HLA-F","T:CH",-0.1626203914
"18256","S:Neurons","CALR","HLA-F","T:CH",0.5187397087
"18257","S:Neurons","ARF1","INSR","T:CH",0.8622232408
"18258","S:Neurons","NAMPT","INSR","T:CH",-0.1664745595
"18259","S:Neurons","APP","NCSTN","T:CH",2.3384905222
"18260","S:Neurons","APP","GPC1","T:CH",2.6062897622
"18261","S:Neurons","COL18A1","GPC1","T:CH",0.9799008065
"18262","S:Neurons","SLIT2","GPC1","T:CH",1.9060811439
"18263","S:Neurons","APP","CAV1","T:CH",2.8163971622
"18264","S:Neurons","CYR61","CAV1","T:CH",0.8492864995
"18265","S:Neurons","GNAI2","CAV1","T:CH",1.320797159
"18266","S:Neurons","ADAM15","ITGAV","T:CH",0.6772236384
"18267","S:Neurons","AZGP1","ITGAV","T:CH",2.2220321607
"18268","S:Neurons","CALR","ITGAV","T:CH",1.0145822087
"18269","S:Neurons","COL1A1","ITGAV","T:CH",1.0020601537
"18270","S:Neurons","COL1A2","ITGAV","T:CH",1.6526593184
"18271","S:Neurons","COL4A1","ITGAV","T:CH",1.8641356839
"18272","S:Neurons","CYR61","ITGAV","T:CH",0.3611053995
"18273","S:Neurons","EDIL3","ITGAV","T:CH",1.626278532
"18274","S:Neurons","FN1","ITGAV","T:CH",0.102740733
"18275","S:Neurons","L1CAM","ITGAV","T:CH",3.167172689
"18276","S:Neurons","LAMB1","ITGAV","T:CH",2.0968143306
"18277","S:Neurons","MFGE8","ITGAV","T:CH",0.2281767614
"18278","S:Neurons","SPP1","ITGAV","T:CH",4.1894468284
"18279","S:Neurons","ADAM15","ITGA5","T:CH",0.2382074384
"18280","S:Neurons","COL18A1","ITGA5","T:CH",0.6318109065
"18281","S:Neurons","COL1A1","ITGA5","T:CH",0.7100439537
"18282","S:Neurons","CTGF","ITGA5","T:CH",-2.5698028353
"18283","S:Neurons","CYR61","ITGA5","T:CH",-0.7509108005
"18284","S:Neurons","FN1","ITGA5","T:CH",-0.207275467
"18285","S:Neurons","L1CAM","ITGA5","T:CH",2.828156489
"18286","S:Neurons","SPP1","ITGA5","T:CH",3.8264306284
"18287","S:Neurons","ADAM15","ITGB1","T:CH",1.9771041384
"18288","S:Neurons","ADAM17","ITGB1","T:CH",2.249403795
"18289","S:Neurons","COL18A1","ITGB1","T:CH",1.7857076065
"18290","S:Neurons","COL1A1","ITGB1","T:CH",1.9179406537
"18291","S:Neurons","COL1A2","ITGB1","T:CH",2.5325398184
"18292","S:Neurons","COL4A1","ITGB1","T:CH",2.7460161839
"18293","S:Neurons","COL6A1","ITGB1","T:CH",2.1217707524
"18294","S:Neurons","COL6A2","ITGB1","T:CH",0.7387462768
"18295","S:Neurons","FBLN1","ITGB1","T:CH",-1.3721668903
"18296","S:Neurons","FN1","ITGB1","T:CH",0.957621233
"18297","S:Neurons","HSPG2","ITGB1","T:CH",2.9696292402
"18298","S:Neurons","LAMA4","ITGB1","T:CH",1.7741344523
"18299","S:Neurons","LAMB1","ITGB1","T:CH",2.9746948306
"18300","S:Neurons","LGALS3BP","ITGB1","T:CH",3.0068575819
"18301","S:Neurons","MDK","ITGB1","T:CH",3.937962319
"18302","S:Neurons","SPP1","ITGB1","T:CH",5.0433273284
"18303","S:Neurons","THBS1","ITGB1","T:CH",1.3128164637
"18304","S:Neurons","TIMP2","ITGB1","T:CH",1.7864774244
"18305","S:Neurons","ADAM10","AXL","T:CH",1.2382911175
"18306","S:Neurons","GAS6","AXL","T:CH",0.4993665269
"18307","S:Neurons","PROS1","AXL","T:CH",1.0985082145
"18308","S:Neurons","A2M","LRP1","T:CH",0.8779155792
"18309","S:Neurons","APP","LRP1","T:CH",2.6180879622
"18310","S:Neurons","C3","LRP1","T:CH",-0.3596175555
"18311","S:Neurons","CALR","LRP1","T:CH",1.4324541087
"18312","S:Neurons","CTGF","LRP1","T:CH",-1.8409147353
"18313","S:Neurons","LPL","LRP1","T:CH",3.2813720029
"18314","S:Neurons","LRPAP1","LRP1","T:CH",1.6388051126
"18315","S:Neurons","MDK","LRP1","T:CH",2.927953719
"18316","S:Neurons","PLAT","LRP1","T:CH",2.0085052885
"18317","S:Neurons","PSAP","LRP1","T:CH",1.2809796484
"18318","S:Neurons","SERPINE2","LRP1","T:CH",1.1814780934
"18319","S:Neurons","THBS1","LRP1","T:CH",0.5918078637
"18320","S:Neurons","TIMP1","CD63","T:FB",0.504352012
"18321","S:Neurons","SEMA4B","DCBLD2","T:FB",2.1184862682
"18322","S:Neurons","NCAM1","PTPRA","T:FB",3.0656652488
"18323","S:Neurons","NCAM1","GFRA1","T:FB",3.1879399488
"18324","S:Neurons","MFGE8","PDGFRB","T:FB",0.1666770614
"18325","S:Neurons","PDAP1","PDGFRB","T:FB",1.1413314258
"18326","S:Neurons","MDK","SDC4","T:FB",3.169153119
"18327","S:Neurons","THBS1","SDC4","T:FB",0.4490072637
"18328","S:Neurons","LAMB2","RPSA","T:FB",0.5976946868
"18329","S:Neurons","LAMB1","ITGA7","T:FB",1.9960644306
"18330","S:Neurons","HMGB1","THBD","T:FB",-0.1269002863
"18331","S:Neurons","HLA-B","CANX","T:FB",0.1657417475
"18332","S:Neurons","HLA-A","APLP2","T:FB",0.7561729822
"18333","S:Neurons","HBEGF","CD9","T:FB",1.5088251435
"18334","S:Neurons","HBEGF","ERBB2","T:FB",1.9342523435
"18335","S:Neurons","HLA-A","ERBB2","T:FB",0.7496345822
"18336","S:Neurons","L1CAM","ERBB2","T:FB",2.842595289
"18337","S:Neurons","GNAS","PTGIR","T:FB",1.0557215999
"18338","S:Neurons","FN1","PLAUR","T:FB",-0.698017467
"18339","S:Neurons","FN1","NT5E","T:FB",-0.237429067
"18340","S:Neurons","FN1","SDC2","T:FB",0.646099633
"18341","S:Neurons","FGF7","NRP1","T:FB",-0.2111227972
"18342","S:Neurons","SEMA3C","NRP1","T:FB",1.9046503806
"18343","S:Neurons","FGF7","FGFR1","T:FB",0.6351513028
"18344","S:Neurons","NCAM1","FGFR1","T:FB",3.5744094488
"18345","S:Neurons","EFEMP2","PLSCR4","T:FB",1.0909765704
"18346","S:Neurons","CYR61","ITGB5","T:FB",0.3140781995
"18347","S:Neurons","EDIL3","ITGB5","T:FB",1.533251332
"18348","S:Neurons","COL4A1","CD47","T:FB",1.7463955339
"18349","S:Neurons","THBS1","CD47","T:FB",0.3721958137
"18350","S:Neurons","COL1A1","ITGA1","T:FB",0.8514780037
"18351","S:Neurons","COL1A2","ITGA1","T:FB",1.4870771684
"18352","S:Neurons","COL4A1","ITGA1","T:FB",1.7185535339
"18353","S:Neurons","COL6A1","ITGA1","T:FB",1.0873081024
"18354","S:Neurons","COL6A2","ITGA1","T:FB",-0.2987163732
"18355","S:Neurons","LAMB1","ITGA1","T:FB",1.9352321806
"18356","S:Neurons","COL1A1","DDR2","T:FB",0.8087275537
"18357","S:Neurons","COL1A1","CD44","T:FB",0.8509936937
"18358","S:Neurons","COL1A2","CD44","T:FB",1.5015928584
"18359","S:Neurons","FN1","CD44","T:FB",-0.116325727
"18360","S:Neurons","HBEGF","CD44","T:FB",1.5337632835
"18361","S:Neurons","PKM","CD44","T:FB",0.369598959
"18362","S:Neurons","SPP1","CD44","T:FB",4.0533803684
"18363","S:Neurons","VIM","CD44","T:FB",1.9514982174
"18364","S:Neurons","C3","IFITM1","T:FB",-0.3052391555
"18365","S:Neurons","C3","CD81","T:FB",-0.1331825555
"18366","S:Neurons","GPC3","CD81","T:FB",1.5501855719
"18367","S:Neurons","C3","CD46","T:FB",-0.3307073655
"18368","S:Neurons","ARF1","INSR","T:FB",1.0100499308
"18369","S:Neurons","NAMPT","INSR","T:FB",-0.0186478695000001
"18370","S:Neurons","APP","NGFR","T:FB",3.1211283622
"18371","S:Neurons","RTN4","NGFR","T:FB",2.4659098857
"18372","S:Neurons","APP","NCSTN","T:FB",2.3777524622
"18373","S:Neurons","APP","CAV1","T:FB",1.7977925622
"18374","S:Neurons","CYR61","CAV1","T:FB",-0.1693181005
"18375","S:Neurons","GNAI2","CAV1","T:FB",0.302192559
"18376","S:Neurons","APOD","LEPR","T:FB",-1.660813765
"18377","S:Neurons","ANXA1","EGFR","T:FB",2.3677290424
"18378","S:Neurons","DCN","EGFR","T:FB",-1.1596830722
"18379","S:Neurons","GNAI2","EGFR","T:FB",0.815153559
"18380","S:Neurons","HBEGF","EGFR","T:FB",2.1643672435
"18381","S:Neurons","HSP90AA1","EGFR","T:FB",1.5825196147
"18382","S:Neurons","L1CAM","EGFR","T:FB",3.058710189
"18383","S:Neurons","ADAM15","ITGAV","T:FB",0.6566295384
"18384","S:Neurons","AZGP1","ITGAV","T:FB",2.2014380607
"18385","S:Neurons","CALR","ITGAV","T:FB",0.9939881087
"18386","S:Neurons","COL1A1","ITGAV","T:FB",0.9814660537
"18387","S:Neurons","COL1A2","ITGAV","T:FB",1.6320652184
"18388","S:Neurons","COL4A1","ITGAV","T:FB",1.8435415839
"18389","S:Neurons","CYR61","ITGAV","T:FB",0.3405112995
"18390","S:Neurons","EDIL3","ITGAV","T:FB",1.605684432
"18391","S:Neurons","FN1","ITGAV","T:FB",0.0821466329999999
"18392","S:Neurons","L1CAM","ITGAV","T:FB",3.146578589
"18393","S:Neurons","LAMB1","ITGAV","T:FB",2.0762202306
"18394","S:Neurons","MFGE8","ITGAV","T:FB",0.2075826614
"18395","S:Neurons","SPP1","ITGAV","T:FB",4.1688527284
"18396","S:Neurons","ADAM15","ITGA5","T:FB",0.3051751384
"18397","S:Neurons","COL18A1","ITGA5","T:FB",0.6987786065
"18398","S:Neurons","COL1A1","ITGA5","T:FB",0.7770116537
"18399","S:Neurons","CTGF","ITGA5","T:FB",-2.5028351353
"18400","S:Neurons","CYR61","ITGA5","T:FB",-0.6839431005
"18401","S:Neurons","FN1","ITGA5","T:FB",-0.140307767
"18402","S:Neurons","L1CAM","ITGA5","T:FB",2.895124189
"18403","S:Neurons","SPP1","ITGA5","T:FB",3.8933983284
"18404","S:Neurons","ADAM15","ITGB1","T:FB",1.0605510384
"18405","S:Neurons","ADAM17","ITGB1","T:FB",1.332850695
"18406","S:Neurons","COL18A1","ITGB1","T:FB",0.8691545065
"18407","S:Neurons","COL1A1","ITGB1","T:FB",1.0013875537
"18408","S:Neurons","COL1A2","ITGB1","T:FB",1.6159867184
"18409","S:Neurons","COL4A1","ITGB1","T:FB",1.8294630839
"18410","S:Neurons","COL6A1","ITGB1","T:FB",1.2052176524
"18411","S:Neurons","COL6A2","ITGB1","T:FB",-0.1778068232
"18412","S:Neurons","FBLN1","ITGB1","T:FB",-2.2887199903
"18413","S:Neurons","FN1","ITGB1","T:FB",0.0410681329999999
"18414","S:Neurons","HSPG2","ITGB1","T:FB",2.0530761402
"18415","S:Neurons","LAMA4","ITGB1","T:FB",0.8575813523
"18416","S:Neurons","LAMB1","ITGB1","T:FB",2.0581417306
"18417","S:Neurons","LGALS3BP","ITGB1","T:FB",2.0903044819
"18418","S:Neurons","MDK","ITGB1","T:FB",3.021409219
"18419","S:Neurons","SPP1","ITGB1","T:FB",4.1267742284
"18420","S:Neurons","THBS1","ITGB1","T:FB",0.3962633637
"18421","S:Neurons","TIMP2","ITGB1","T:FB",0.8699243244
"18422","S:Neurons","ADAM10","AXL","T:FB",1.7905349175
"18423","S:Neurons","GAS6","AXL","T:FB",1.0516103269
"18424","S:Neurons","PROS1","AXL","T:FB",1.6507520145
"18425","S:Neurons","A2M","LRP1","T:FB",1.6904951792
"18426","S:Neurons","APP","LRP1","T:FB",3.4306675622
"18427","S:Neurons","C3","LRP1","T:FB",0.4529620445
"18428","S:Neurons","CALR","LRP1","T:FB",2.2450337087
"18429","S:Neurons","CTGF","LRP1","T:FB",-1.0283351353
"18430","S:Neurons","LPL","LRP1","T:FB",4.0939516029
"18431","S:Neurons","LRPAP1","LRP1","T:FB",2.4513847126
"18432","S:Neurons","MDK","LRP1","T:FB",3.740533319
"18433","S:Neurons","PLAT","LRP1","T:FB",2.8210848885
"18434","S:Neurons","PSAP","LRP1","T:FB",2.0935592484
"18435","S:Neurons","SERPINE2","LRP1","T:FB",1.9940576934
"18436","S:Neurons","THBS1","LRP1","T:FB",1.4043874637
"18437","S:Neurons","TIMP1","CD63","T:DC",0.402745412
"18438","S:Neurons","SEMA3C","PLXND1","T:DC",2.0351833806
"18439","S:Neurons","SEMA3C","NRP2","T:DC",1.7518893806
"18440","S:Neurons","S100A9","TLR4","T:DC",-0.0638238416
"18441","S:Neurons","RARRES2","CMKLR1","T:DC",2.9001334166
"18442","S:Neurons","NCAM1","PTPRA","T:DC",2.4758982488
"18443","S:Neurons","MDK","SDC3","T:DC",3.340233219
"18444","S:Neurons","LAMB2","RPSA","T:DC",0.8102538868
"18445","S:Neurons","HMGB1","THBD","T:DC",0.4631567137
"18446","S:Neurons","HLA-B","CANX","T:DC",0.4707138275
"18447","S:Neurons","HLA-A","APLP2","T:DC",0.6859498822
"18448","S:Neurons","HBEGF","CD9","T:DC",0.7225802435
"18449","S:Neurons","GNAI2","C5AR1","T:DC",1.643198559
"18450","S:Neurons","RPS19","C5AR1","T:DC",-0.1445433971
"18451","S:Neurons","GNAI2","ADCY7","T:DC",0.616133759
"18452","S:Neurons","GNAS","ADCY7","T:DC",0.8135739999
"18453","S:Neurons","GAS6","MERTK","T:DC",0.5756516269
"18454","S:Neurons","FN1","PLAUR","T:DC",1.333641233
"18455","S:Neurons","FN1","SDC2","T:DC",-0.663150167
"18456","S:Neurons","FGF7","NRP1","T:DC",-0.481918669044
"18457","S:Neurons","SEMA3C","NRP1","T:DC",1.633854508756
"18458","S:Neurons","EFEMP2","AQP1","T:DC",-0.8375979296
"18459","S:Neurons","CSF1","CSF1R","T:DC",2.9102650536
"18460","S:Neurons","IL34","CSF1R","T:DC",3.6978247061
"18461","S:Neurons","COL4A1","CD47","T:DC",1.7700179839
"18462","S:Neurons","THBS1","CD47","T:DC",0.3958182637
"18463","S:Neurons","COL1A1","CD36","T:DC",0.9150821537
"18464","S:Neurons","COL1A2","CD36","T:DC",1.5566813184
"18465","S:Neurons","THBS1","CD36","T:DC",0.6389579637
"18466","S:Neurons","COL1A1","CD44","T:DC",0.8598200637
"18467","S:Neurons","COL1A2","CD44","T:DC",1.5104192284
"18468","S:Neurons","FN1","CD44","T:DC",-0.107499357
"18469","S:Neurons","HBEGF","CD44","T:DC",1.5425896535
"18470","S:Neurons","PKM","CD44","T:DC",0.378425329
"18471","S:Neurons","SPP1","CD44","T:DC",4.0622067384
"18472","S:Neurons","VIM","CD44","T:DC",1.9603245874
"18473","S:Neurons","COL1A1","CD93","T:DC",0.9969767537
"18474","S:Neurons","COL1A2","CD93","T:DC",1.6595759184
"18475","S:Neurons","COL4A1","CD93","T:DC",1.9300522839
"18476","S:Neurons","COL4A2","CD93","T:DC",1.7444794373
"18477","S:Neurons","CCL2","CCR1","T:DC",1.0859647571
"18478","S:Neurons","C3","ITGB2","T:DC",0.5786620445
"18479","S:Neurons","CTGF","ITGB2","T:DC",-1.1596351353
"18480","S:Neurons","CYR61","ITGB2","T:DC",1.1082568995
"18481","S:Neurons","PLAT","ITGB2","T:DC",2.6367848885
"18482","S:Neurons","C3","ITGAX","T:DC",-0.1662505555
"18483","S:Neurons","C3","ITGAM","T:DC",0.2925877445
"18484","S:Neurons","CFH","ITGAM","T:DC",-0.4601024381
"18485","S:Neurons","CTGF","ITGAM","T:DC",-1.4877094353
"18486","S:Neurons","CYR61","ITGAM","T:DC",0.7761825995
"18487","S:Neurons","PLAT","ITGAM","T:DC",2.3077105885
"18488","S:Neurons","C3","CD81","T:DC",-0.3350869555
"18489","S:Neurons","GPC3","CD81","T:DC",1.3482811719
"18490","S:Neurons","C3","CD46","T:DC",-0.5974360555
"18491","S:Neurons","C3","C3AR1","T:DC",0.4873604445
"18492","S:Neurons","B2M","TFRC","T:DC",1.9108376086
"18493","S:Neurons","B2M","LILRB2","T:DC",1.2170667086
"18494","S:Neurons","HLA-A","LILRB2","T:DC",1.2280565822
"18495","S:Neurons","HLA-B","LILRB2","T:DC",0.7861993275
"18496","S:Neurons","HLA-C","LILRB2","T:DC",1.1052953693
"18497","S:Neurons","B2M","HLA-F","T:DC",-0.1289097914
"18498","S:Neurons","CALR","HLA-F","T:DC",0.5524503087
"18499","S:Neurons","ARF1","INSR","T:DC",0.4865426408
"18500","S:Neurons","NAMPT","INSR","T:DC",-0.5421551595
"18501","S:Neurons","APP","TNFRSF21","T:DC",2.7117953622
"18502","S:Neurons","APP","NCSTN","T:DC",2.2776368522
"18503","S:Neurons","ANXA1","FPR3","T:DC",3.2925110424
"18504","S:Neurons","ANXA1","FPR1","T:DC",3.3825390424
"18505","S:Neurons","GNAI2","FPR1","T:DC",1.657963559
"18506","S:Neurons","ADAM15","ITGB1","T:DC",-0.3367458616
"18507","S:Neurons","ADAM17","ITGB1","T:DC",-0.0644462050000001
"18508","S:Neurons","COL18A1","ITGB1","T:DC",-0.5281423935
"18509","S:Neurons","COL1A1","ITGB1","T:DC",-0.3959093463
"18510","S:Neurons","COL1A2","ITGB1","T:DC",0.2186898184
"18511","S:Neurons","COL4A1","ITGB1","T:DC",0.4321661839
"18512","S:Neurons","COL6A1","ITGB1","T:DC",-0.1920792476
"18513","S:Neurons","COL6A2","ITGB1","T:DC",-1.5751037232
"18514","S:Neurons","FBLN1","ITGB1","T:DC",-3.6860168903
"18515","S:Neurons","FN1","ITGB1","T:DC",-1.356228767
"18516","S:Neurons","HSPG2","ITGB1","T:DC",0.6557792402
"18517","S:Neurons","LAMA4","ITGB1","T:DC",-0.5397155477
"18518","S:Neurons","LAMB1","ITGB1","T:DC",0.6608448306
"18519","S:Neurons","LGALS3BP","ITGB1","T:DC",0.6930075819
"18520","S:Neurons","MDK","ITGB1","T:DC",1.624112319
"18521","S:Neurons","SPP1","ITGB1","T:DC",2.7294773284
"18522","S:Neurons","THBS1","ITGB1","T:DC",-1.0010335363
"18523","S:Neurons","TIMP2","ITGB1","T:DC",-0.5273725756
"18524","S:Neurons","ADAM10","AXL","T:DC",0.9521937175
"18525","S:Neurons","GAS6","AXL","T:DC",0.2132691269
"18526","S:Neurons","PROS1","AXL","T:DC",0.8124108145
"18527","S:Neurons","A2M","LRP1","T:DC",0.3890217792
"18528","S:Neurons","APP","LRP1","T:DC",2.1291941622
"18529","S:Neurons","C3","LRP1","T:DC",-0.8485113555
"18530","S:Neurons","CALR","LRP1","T:DC",0.9435603087
"18531","S:Neurons","CTGF","LRP1","T:DC",-2.3298085353
"18532","S:Neurons","LPL","LRP1","T:DC",2.7924782029
"18533","S:Neurons","LRPAP1","LRP1","T:DC",1.1499113126
"18534","S:Neurons","MDK","LRP1","T:DC",2.439059919
"18535","S:Neurons","PLAT","LRP1","T:DC",1.5196114885
"18536","S:Neurons","PSAP","LRP1","T:DC",0.7920858484
"18537","S:Neurons","SERPINE2","LRP1","T:DC",0.6925842934
"18538","S:Neurons","THBS1","LRP1","T:DC",0.1029140637
"18539","S:Neurons","TIMP1","CD63","T:Neurons",-0.524054488
"18540","S:Neurons","SEMA3C","NRP2","T:Neurons",2.5643023806
"18541","S:Neurons","NLGN3","NRXN1","T:Neurons",4.2979154933
"18542","S:Neurons","NLGN3","NRXN3","T:Neurons",3.4467604933
"18543","S:Neurons","NCAM1","PTPRA","T:Neurons",3.4568567488
"18544","S:Neurons","MDK","PTPRZ1","T:Neurons",3.679429919
"18545","S:Neurons","MDK","SDC4","T:Neurons",3.849465119
"18546","S:Neurons","THBS1","SDC4","T:Neurons",1.1293192637
"18547","S:Neurons","LAMB2","RPSA","T:Neurons",-0.2501023132
"18548","S:Neurons","LAMB1","ITGB4","T:Neurons",3.9276198306
"18549","S:Neurons","L1CAM","ERBB3","T:Neurons",4.304048189
"18550","S:Neurons","HLA-B","CANX","T:Neurons",0.8196704275
"18551","S:Neurons","HLA-A","APLP2","T:Neurons",1.6617844822
"18552","S:Neurons","HBEGF","CD9","T:Neurons",4.1290302435
"18553","S:Neurons","HBEGF","CD82","T:Neurons",2.0275100435
"18554","S:Neurons","HBEGF","ERBB2","T:Neurons",2.8718382435
"18555","S:Neurons","HLA-A","ERBB2","T:Neurons",1.6872204822
"18556","S:Neurons","L1CAM","ERBB2","T:Neurons",3.780181189
"18557","S:Neurons","GAS6","TYRO3","T:Neurons",1.0415161269
"18558","S:Neurons","PROS1","TYRO3","T:Neurons",1.7796578145
"18559","S:Neurons","EFEMP2","PLSCR4","T:Neurons",1.6507680704
"18560","S:Neurons","COL9A3","MAG","T:Neurons",3.2556683269
"18561","S:Neurons","FN1","MAG","T:Neurons",1.096115233
"18562","S:Neurons","COL6A1","ITGA6","T:Neurons",2.4503267524
"18563","S:Neurons","FN1","ITGA6","T:Neurons",1.240177233
"18564","S:Neurons","LAMA4","ITGA6","T:Neurons",2.2936904523
"18565","S:Neurons","LAMB1","ITGA6","T:Neurons",3.3792508306
"18566","S:Neurons","MDK","ITGA6","T:Neurons",4.348518319
"18567","S:Neurons","THBS1","ITGA6","T:Neurons",1.6813724637
"18568","S:Neurons","COL4A1","ITGB8","T:Neurons",3.8566941839
"18569","S:Neurons","FN1","ITGB8","T:Neurons",1.984299233
"18570","S:Neurons","COL4A1","CD47","T:Neurons",2.0040432839
"18571","S:Neurons","THBS1","CD47","T:Neurons",0.6298435637
"18572","S:Neurons","COL1A1","CD44","T:Neurons",1.5179765537
"18573","S:Neurons","COL1A2","CD44","T:Neurons",2.1685757184
"18574","S:Neurons","FN1","CD44","T:Neurons",0.550657133
"18575","S:Neurons","HBEGF","CD44","T:Neurons",2.2007461435
