"","Source","Ligand","Receptor","Target","Weight"
"1","S:Mono","VEGFA","NRP1","T:Mono",1.1206335268
"2","S:Mono","VCAN","TLR1","T:Mono",2.5532114493
"3","S:Mono","TNF","TNFRSF1B","T:Mono",3.0271615331
"4","S:Mono","TNF","TNFRSF1A","T:Mono",1.5689926331
"5","S:Mono","TNF","LTBR","T:Mono",1.6194875431
"6","S:Mono","TNFSF10","TNFRSF10B","T:Mono",1.0449982946
"7","S:Mono","TIMP1","CD63","T:Mono",0.9556423292
"8","S:Mono","THBS1","CD47","T:Mono",1.5407823838
"9","S:Mono","THBS1","CD36","T:Mono",1.3711425138
"10","S:Mono","TGFB1","TGFBR2","T:Mono",0.6155575713
"11","S:Mono","TGFB1","TGFBR1","T:Mono",1.3935868513
"12","S:Mono","TGFB1","ENG","T:Mono",0.2238040713
"13","S:Mono","SEMA4D","CD72","T:Mono",1.4013370264
"14","S:Mono","SEMA4D","PLXNB2","T:Mono",1.2035621664
"15","S:Mono","SEMA4A","PLXND1","T:Mono",1.3287042627
"16","S:Mono","SELPLG","SELL","T:Mono",1.4549406929
"17","S:Mono","VCAN","SELL","T:Mono",1.9177098493
"18","S:Mono","S100A8","TLR4","T:Mono",5.4686602333
"19","S:Mono","S100A9","TLR4","T:Mono",4.8009936729
"20","S:Mono","RNASE2","TLR2","T:Mono",1.4261723302
"21","S:Mono","VCAN","TLR2","T:Mono",2.5058952493
"22","S:Mono","PLTP","ABCA1","T:Mono",1.3169019292
"23","S:Mono","PLAU","ST14","T:Mono",1.10592328
"24","S:Mono","MFNG","NOTCH2","T:Mono",1.3269137281
"25","S:Mono","PSEN1","NOTCH2","T:Mono",1.2874785066
"26","S:Mono","IL1B","IL1R2","T:Mono",4.081398428
"27","S:Mono","IL1RN","IL1R2","T:Mono",2.4410989745
"28","S:Mono","IL18","CD48","T:Mono",1.7991837405
"29","S:Mono","IL10","IL10RB","T:Mono",2.4385329349
"30","S:Mono","IL10","IL10RA","T:Mono",2.7306084349
"31","S:Mono","ICAM1","IL2RG","T:Mono",0.4193989363
"32","S:Mono","HMGB1","THBD","T:Mono",-0.3541535618
"33","S:Mono","HLA-B","CANX","T:Mono",1.5614720049
"34","S:Mono","HLA-A","APLP2","T:Mono",0.6681356262
"35","S:Mono","HBEGF","CD9","T:Mono",1.6070980495
"36","S:Mono","HBEGF","CD82","T:Mono",1.8404405495
"37","S:Mono","GPI","AMFR","T:Mono",0.8964409509
"38","S:Mono","GNAI2","C5AR1","T:Mono",2.7519223015
"39","S:Mono","RPS19","C5AR1","T:Mono",2.2239210596
"40","S:Mono","GNAI2","ADCY7","T:Mono",1.2837543015
"41","S:Mono","GNAS","ADCY7","T:Mono",1.1969120233
"42","S:Mono","FN1","PLAUR","T:Mono",1.6698053548
"43","S:Mono","PLAU","PLAUR","T:Mono",3.49577008
"44","S:Mono","FN1","SDC2","T:Mono",-1.0669040452
"45","S:Mono","TGFB1","SDC2","T:Mono",0.7530216713
"46","S:Mono","FN1","CD44","T:Mono",-0.1135057452
"47","S:Mono","HBEGF","CD44","T:Mono",2.4212117495
"48","S:Mono","PKM","CD44","T:Mono",1.343020878
"49","S:Mono","SPP1","CD44","T:Mono",1.7829639131
"50","S:Mono","VCAN","CD44","T:Mono",2.2609850493
"51","S:Mono","VIM","CD44","T:Mono",-0.2521285117
"52","S:Mono","EBI3","IL27RA","T:Mono",1.3866413812
"53","S:Mono","EBI3","IL6ST","T:Mono",0.5218573412
"54","S:Mono","OSM","IL6ST","T:Mono",0.6397334261
"55","S:Mono","CXCL12","CXCR4","T:Mono",0.0568000096
"56","S:Mono","CXCL12","CD4","T:Mono",-0.0289582904000001
"57","S:Mono","IL16","CD4","T:Mono",1.8261515443
"58","S:Mono","CCL2","CCR1","T:Mono",-0.3401842036
"59","S:Mono","CCL3","CCR1","T:Mono",4.0515643795
"60","S:Mono","CCL4","CCR1","T:Mono",3.7248956302
"61","S:Mono","C3","ITGB2","T:Mono",1.5132860135
"62","S:Mono","CTGF","ITGB2","T:Mono",-0.6690549555
"63","S:Mono","CYR61","ITGB2","T:Mono",-0.6810044978
"64","S:Mono","ICAM1","ITGB2","T:Mono",2.9275786363
"65","S:Mono","ICAM2","ITGB2","T:Mono",2.4624646063
"66","S:Mono","ICAM3","ITGB2","T:Mono",2.8111747759
"67","S:Mono","PLAU","ITGB2","T:Mono",3.04412808
"68","S:Mono","SELPLG","ITGB2","T:Mono",3.0228849929
"69","S:Mono","C3","ITGAX","T:Mono",0.1222656135
"70","S:Mono","ICAM1","ITGAX","T:Mono",1.4865582363
"71","S:Mono","C3","ITGAM","T:Mono",0.4278734135
"72","S:Mono","CTGF","ITGAM","T:Mono",-1.7964675555
"73","S:Mono","CYR61","ITGAM","T:Mono",-1.8124170978
"74","S:Mono","ICAM1","ITGAM","T:Mono",1.7931660363
"75","S:Mono","ICAM2","ITGAM","T:Mono",1.3120520063
"76","S:Mono","PLAU","ITGAM","T:Mono",1.92771548
"77","S:Mono","SELPLG","ITGAM","T:Mono",1.9064723929
"78","S:Mono","C3","CD81","T:Mono",-0.6823575865
"79","S:Mono","C3","CD46","T:Mono",-0.4074049065
"80","S:Mono","C3","C3AR1","T:Mono",0.9489310135
"81","S:Mono","C1QA","CD93","T:Mono",3.2231105595
"82","S:Mono","B2M","TFRC","T:Mono",1.6010194584
"83","S:Mono","B2M","LILRB2","T:Mono",2.2886922584
"84","S:Mono","HLA-A","LILRB2","T:Mono",1.3351568262
"85","S:Mono","HLA-B","LILRB2","T:Mono",2.3332629049
"86","S:Mono","HLA-C","LILRB2","T:Mono",1.9454457305
"87","S:Mono","B2M","LILRB1","T:Mono",1.3434519584
"88","S:Mono","HLA-A","LILRB1","T:Mono",0.7439165262
"89","S:Mono","HLA-B","LILRB1","T:Mono",1.5070226049
"90","S:Mono","HLA-C","LILRB1","T:Mono",1.2932054305
"91","S:Mono","B2M","HLA-F","T:Mono",0.6717468584
"92","S:Mono","CALR","HLA-F","T:Mono",0.6045104104
"93","S:Mono","ARF1","PLD2","T:Mono",0.8758916206
"94","S:Mono","ARF1","INSR","T:Mono",-0.2001843794
"95","S:Mono","NAMPT","INSR","T:Mono",1.0141276998
"96","S:Mono","APP","TNFRSF21","T:Mono",-0.0136007582000001
"97","S:Mono","TNF","TNFRSF21","T:Mono",1.6434353331
"98","S:Mono","APP","NCSTN","T:Mono",-0.1955847842
"99","S:Mono","PSEN1","NCSTN","T:Mono",1.1827476806
"100","S:Mono","APOE","SORL1","T:Mono",0.7862751896
"101","S:Mono","LRPAP1","SORL1","T:Mono",1.1491561296
"102","S:Mono","ANXA1","FPR3","T:Mono",1.9985632767
"103","S:Mono","HEBP1","FPR3","T:Mono",1.519704567
"104","S:Mono","ANXA1","FPR2","T:Mono",1.7914363767
"105","S:Mono","APP","FPR2","T:Mono",0.3313201418
"106","S:Mono","ANXA1","FPR1","T:Mono",3.3335036767
"107","S:Mono","GNAI2","FPR1","T:Mono",3.2392583015
"108","S:Mono","ADAM28","ITGA4","T:Mono",2.0358364237
"109","S:Mono","CD14","ITGA4","T:Mono",3.505395182
"110","S:Mono","F13A1","ITGA4","T:Mono",2.4765163991
"111","S:Mono","FN1","ITGA4","T:Mono",-0.2171609452
"112","S:Mono","SPP1","ITGA4","T:Mono",1.5593087131
"113","S:Mono","THBS1","ITGA4","T:Mono",1.7298817138
"114","S:Mono","VCAN","ITGA4","T:Mono",1.9723298493
"115","S:Mono","ADAM15","ITGB1","T:Mono",-0.6397455624
"116","S:Mono","ADAM17","ITGB1","T:Mono",-0.410252829
"117","S:Mono","ADAM9","ITGB1","T:Mono",-0.5737198834
"118","S:Mono","CD14","ITGB1","T:Mono",1.981599482
"119","S:Mono","CXCL12","ITGB1","T:Mono",-2.2449601904
"120","S:Mono","F13A1","ITGB1","T:Mono",0.9487206991
"121","S:Mono","FBLN1","ITGB1","T:Mono",-4.2321712441
"122","S:Mono","FN1","ITGB1","T:Mono",-1.7259566452
"123","S:Mono","LGALS3BP","ITGB1","T:Mono",-1.4441049866
"124","S:Mono","PLAU","ITGB1","T:Mono",-0.0499919199999999
"125","S:Mono","SPP1","ITGB1","T:Mono",0.0865130131
"126","S:Mono","THBS1","ITGB1","T:Mono",0.2520860138
"127","S:Mono","TIMP2","ITGB1","T:Mono",-0.8929029641
"128","S:Mono","VCAN","ITGB1","T:Mono",0.4835341493
"129","S:Mono","VEGFA","ITGB1","T:Mono",0.0883827268000001
"130","S:Mono","ADAM10","AXL","T:Mono",0.5664826363
"131","S:Mono","GAS6","AXL","T:Mono",-0.3115458674
"132","S:Mono","A2M","LRP1","T:Mono",-0.6450454863
"133","S:Mono","APOE","LRP1","T:Mono",0.1443787896
"134","S:Mono","APP","LRP1","T:Mono",-0.4729856582
"135","S:Mono","C3","LRP1","T:Mono",-0.9465730865
"136","S:Mono","CALR","LRP1","T:Mono",0.7300127104
"137","S:Mono","CTGF","LRP1","T:Mono",-2.8719140555
"138","S:Mono","LRPAP1","LRP1","T:Mono",0.4092597296
"139","S:Mono","PLAU","LRP1","T:Mono",0.81626898
"140","S:Mono","PSAP","LRP1","T:Mono",0.8267531353
"141","S:Mono","SERPINA1","LRP1","T:Mono",2.3381164687
"142","S:Mono","THBS1","LRP1","T:Mono",1.1463469138
"143","S:Mono","TNFSF13B","TNFRSF17","T:ProB_CD34+",2.7236109024
"144","S:Mono","TNFSF13B","TNFRSF13C","T:ProB_CD34+",3.6971909024
"145","S:Mono","TIMP1","CD63","T:ProB_CD34+",-0.6355443708
"146","S:Mono","THBS1","CD47","T:ProB_CD34+",1.2522537138
"147","S:Mono","SELPLG","SELL","T:ProB_CD34+",1.6546668929
"148","S:Mono","VCAN","SELL","T:ProB_CD34+",2.1174360493
"149","S:Mono","PLAU","ST14","T:ProB_CD34+",1.47160308
"150","S:Mono","IL18","CD48","T:ProB_CD34+",2.6428644405
"151","S:Mono","ICAM1","IL2RG","T:ProB_CD34+",1.3727473363
"152","S:Mono","HMGB1","SDC1","T:ProB_CD34+",1.2277387382
"153","S:Mono","THBS1","SDC1","T:ProB_CD34+",2.0072078138
"154","S:Mono","HLA-B","CANX","T:ProB_CD34+",0.5090256049
"155","S:Mono","HBEGF","CD9","T:ProB_CD34+",0.7779718495
"156","S:Mono","HBEGF","CD82","T:ProB_CD34+",2.7084996495
"157","S:Mono","FN1","CD44","T:ProB_CD34+",-0.7921812452
"158","S:Mono","HBEGF","CD44","T:ProB_CD34+",1.7425362495
"159","S:Mono","PKM","CD44","T:ProB_CD34+",0.664345378
"160","S:Mono","SPP1","CD44","T:ProB_CD34+",1.1042884131
"161","S:Mono","VCAN","CD44","T:ProB_CD34+",1.5823095493
"162","S:Mono","VIM","CD44","T:ProB_CD34+",-0.9308040117
"163","S:Mono","FN1","CD79A","T:ProB_CD34+",1.5451723548
"164","S:Mono","CXCL12","CXCR4","T:ProB_CD34+",0.6761748096
"165","S:Mono","C3","CD46","T:ProB_CD34+",-0.2037554865
"166","S:Mono","C3","CD19","T:ProB_CD34+",0.3179714135
"167","S:Mono","B2M","HLA-F","T:ProB_CD34+",1.7284106584
"168","S:Mono","CALR","HLA-F","T:ProB_CD34+",1.6611742104
"169","S:Mono","ADAM15","ITGB1","T:ProB_CD34+",-0.6530005624
"170","S:Mono","ADAM17","ITGB1","T:ProB_CD34+",-0.423507829
"171","S:Mono","ADAM9","ITGB1","T:ProB_CD34+",-0.5869748834
"172","S:Mono","CD14","ITGB1","T:ProB_CD34+",1.968344482
"173","S:Mono","CXCL12","ITGB1","T:ProB_CD34+",-2.2582151904
"174","S:Mono","F13A1","ITGB1","T:ProB_CD34+",0.9354656991
"175","S:Mono","FBLN1","ITGB1","T:ProB_CD34+",-4.2454262441
"176","S:Mono","FN1","ITGB1","T:ProB_CD34+",-1.7392116452
"177","S:Mono","LGALS3BP","ITGB1","T:ProB_CD34+",-1.4573599866
"178","S:Mono","PLAU","ITGB1","T:ProB_CD34+",-0.0632469199999999
"179","S:Mono","SPP1","ITGB1","T:ProB_CD34+",0.0732580131
"180","S:Mono","THBS1","ITGB1","T:ProB_CD34+",0.2388310138
"181","S:Mono","TIMP2","ITGB1","T:ProB_CD34+",-0.9061579641
"182","S:Mono","VCAN","ITGB1","T:ProB_CD34+",0.4702791493
"183","S:Mono","VEGFA","ITGB1","T:ProB_CD34+",0.0751277268000001
"184","S:Mono","VEGFA","NRP2","T:Mø",1.5247903268
"185","S:Mono","VEGFA","NRP1","T:Mø",1.4798096268
"186","S:Mono","VCAN","TLR1","T:Mø",2.3948807493
"187","S:Mono","TNF","TNFRSF1B","T:Mø",2.7285146331
"188","S:Mono","TNF","TNFRSF1A","T:Mø",1.7806491331
"189","S:Mono","TNF","LTBR","T:Mø",1.6025427131
"190","S:Mono","TNFSF12","TNFRSF12A","T:Mø",0.1777159922
"191","S:Mono","TIMP1","CD63","T:Mø",1.7898881292
"192","S:Mono","THBS1","CD47","T:Mø",1.4083141838
"193","S:Mono","THBS1","CD36","T:Mø",1.2053871138
"194","S:Mono","TGFB1","TGFBR2","T:Mø",0.8539438713
"195","S:Mono","TGFB1","TGFBR1","T:Mø",1.5562898713
"196","S:Mono","TGFB1","ENG","T:Mø",0.2842050713
"197","S:Mono","SEMA4D","CD72","T:Mø",1.4798930264
"198","S:Mono","SEMA4D","PLXNB2","T:Mø",1.3553087264
"199","S:Mono","SEMA4A","PLXND1","T:Mø",1.8402157427
"200","S:Mono","S100A8","TLR4","T:Mø",5.5132919333
"201","S:Mono","S100A9","TLR4","T:Mø",4.8456253729
"202","S:Mono","RNASE2","TLR2","T:Mø",1.5418509302
"203","S:Mono","VCAN","TLR2","T:Mø",2.6215738493
"204","S:Mono","PLTP","ABCA1","T:Mø",1.5371089292
"205","S:Mono","IL10","IL10RB","T:Mø",2.2128769349
"206","S:Mono","IL10","IL10RA","T:Mø",2.4862238349
"207","S:Mono","ICAM1","IL2RA","T:Mø",1.4857296363
"208","S:Mono","HMGB1","THBD","T:Mø",-0.3150480618
"209","S:Mono","HLA-B","CANX","T:Mø",1.6604979049
"210","S:Mono","HLA-A","APLP2","T:Mø",0.6081114262
"211","S:Mono","HBEGF","CD9","T:Mø",2.0243086495
"212","S:Mono","GPI","AMFR","T:Mø",0.8488227709
"213","S:Mono","GNAI2","C5AR1","T:Mø",2.8944183015
"214","S:Mono","RPS19","C5AR1","T:Mø",2.3664170596
"215","S:Mono","GNAI2","ADCY7","T:Mø",1.3215477015
"216","S:Mono","GNAS","ADCY7","T:Mø",1.2347054233
"217","S:Mono","GAS6","MERTK","T:Mø",0.4898760326
"218","S:Mono","FN1","PLAUR","T:Mø",0.8153723548
"219","S:Mono","PLAU","PLAUR","T:Mø",2.64133708
"220","S:Mono","FN1","SDC2","T:Mø",-1.0853958452
"221","S:Mono","TGFB1","SDC2","T:Mø",0.7345298713
"222","S:Mono","FN1","CD44","T:Mø",-0.3365885452
"223","S:Mono","HBEGF","CD44","T:Mø",2.1981289495
"224","S:Mono","PKM","CD44","T:Mø",1.119938078
"225","S:Mono","SPP1","CD44","T:Mø",1.5598811131
"226","S:Mono","VCAN","CD44","T:Mø",2.0379022493
"227","S:Mono","VIM","CD44","T:Mø",-0.4752113117
"228","S:Mono","EBI3","IL6ST","T:Mø",0.6160894412
"229","S:Mono","OSM","IL6ST","T:Mø",0.7339655261
"230","S:Mono","CXCL12","CXCR4","T:Mø",-0.4889446604
"231","S:Mono","CXCL12","CD4","T:Mø",0.3512268096
"232","S:Mono","IL16","CD4","T:Mø",2.2063366443
"233","S:Mono","CCL2","CCR1","T:Mø",-0.4139191036
"234","S:Mono","CCL3","CCR1","T:Mø",3.9778294795
"235","S:Mono","CCL4","CCR1","T:Mø",3.6511607302
"236","S:Mono","C3","ITGB2","T:Mø",1.1473550135
"237","S:Mono","CTGF","ITGB2","T:Mø",-1.0349859555
"238","S:Mono","CYR61","ITGB2","T:Mø",-1.0469354978
"239","S:Mono","ICAM1","ITGB2","T:Mø",2.5616476363
"240","S:Mono","ICAM2","ITGB2","T:Mø",2.0965336063
"241","S:Mono","ICAM3","ITGB2","T:Mø",2.4452437759
"242","S:Mono","PLAU","ITGB2","T:Mø",2.67819708
"243","S:Mono","SELPLG","ITGB2","T:Mø",2.6569539929
"244","S:Mono","C3","ITGAX","T:Mø",0.0764939134999999
"245","S:Mono","ICAM1","ITGAX","T:Mø",1.4407865363
"246","S:Mono","C3","ITGAM","T:Mø",0.3261756135
"247","S:Mono","CTGF","ITGAM","T:Mø",-1.8981653555
"248","S:Mono","CYR61","ITGAM","T:Mø",-1.9141148978
"249","S:Mono","ICAM1","ITGAM","T:Mø",1.6914682363
"250","S:Mono","ICAM2","ITGAM","T:Mø",1.2103542063
"251","S:Mono","PLAU","ITGAM","T:Mø",1.82601768
"252","S:Mono","SELPLG","ITGAM","T:Mø",1.8047745929
"253","S:Mono","C3","CD81","T:Mø",0.0357481135
"254","S:Mono","C3","CD46","T:Mø",-0.4867867865
"255","S:Mono","C3","C3AR1","T:Mø",1.5407400135
"256","S:Mono","C1QA","CD93","T:Mø",3.4488609595
"257","S:Mono","B2M","TFRC","T:Mø",2.2008077584
"258","S:Mono","B2M","LILRB2","T:Mø",2.0423974584
"259","S:Mono","HLA-A","LILRB2","T:Mø",1.0888620262
"260","S:Mono","HLA-B","LILRB2","T:Mø",2.0869681049
"261","S:Mono","HLA-C","LILRB2","T:Mø",1.6991509305
"262","S:Mono","B2M","LILRB1","T:Mø",1.2100201584
"263","S:Mono","HLA-A","LILRB1","T:Mø",0.6104847262
"264","S:Mono","HLA-B","LILRB1","T:Mø",1.3735908049
"265","S:Mono","HLA-C","LILRB1","T:Mø",1.1597736305
"266","S:Mono","B2M","HLA-F","T:Mø",0.5866868584
"267","S:Mono","CALR","HLA-F","T:Mø",0.5194504104
"268","S:Mono","APP","TNFRSF21","T:Mø",0.0974118417999998
"269","S:Mono","TNF","TNFRSF21","T:Mø",1.7544479331
"270","S:Mono","APP","NCSTN","T:Mø",-0.1224119882
"271","S:Mono","PSEN1","NCSTN","T:Mø",1.2559204766
"272","S:Mono","APOE","SORL1","T:Mø",0.4853508896
"273","S:Mono","LRPAP1","SORL1","T:Mø",0.8482318296
"274","S:Mono","ANXA1","FPR3","T:Mø",2.5545746767
"275","S:Mono","HEBP1","FPR3","T:Mø",2.075715967
"276","S:Mono","ANXA1","FPR1","T:Mø",2.9951326767
"277","S:Mono","GNAI2","FPR1","T:Mø",2.9008873015
"278","S:Mono","ADAM9","ITGB5","T:Mø",0.9278763166
"279","S:Mono","CYR61","ITGB5","T:Mø",-2.3965282978
"280","S:Mono","PLAU","ITGB5","T:Mø",1.27660428
"281","S:Mono","ADAM28","ITGA4","T:Mø",1.8869249237
"282","S:Mono","CD14","ITGA4","T:Mø",3.356483682
"283","S:Mono","F13A1","ITGA4","T:Mø",2.3276048991
"284","S:Mono","FN1","ITGA4","T:Mø",-0.3660724452
"285","S:Mono","SPP1","ITGA4","T:Mø",1.4103972131
"286","S:Mono","THBS1","ITGA4","T:Mø",1.5809702138
"287","S:Mono","VCAN","ITGA4","T:Mø",1.8234183493
"288","S:Mono","ADAM15","ITGAV","T:Mø",0.1497604576
"289","S:Mono","ADAM9","ITGAV","T:Mø",1.1607861366
"290","S:Mono","CALR","ITGAV","T:Mø",0.7862578304
"291","S:Mono","CYR61","ITGAV","T:Mø",-2.4756184778
"292","S:Mono","FN1","ITGAV","T:Mø",-0.4914506252
"293","S:Mono","MFGE8","ITGAV","T:Mø",-1.5037325497
"294","S:Mono","PLAU","ITGAV","T:Mø",1.1755141
"295","S:Mono","SPP1","ITGAV","T:Mø",1.3220190331
"296","S:Mono","TGFB1","ITGAV","T:Mø",1.0504750913
"297","S:Mono","VEGFA","ITGAV","T:Mø",1.3108887468
"298","S:Mono","ADAM15","ITGB1","T:Mø",-0.6678295624
"299","S:Mono","ADAM17","ITGB1","T:Mø",-0.438336829
"300","S:Mono","ADAM9","ITGB1","T:Mø",-0.6018038834
"301","S:Mono","CD14","ITGB1","T:Mø",1.953515482
"302","S:Mono","CXCL12","ITGB1","T:Mø",-2.2730441904
"303","S:Mono","F13A1","ITGB1","T:Mø",0.9206366991
"304","S:Mono","FBLN1","ITGB1","T:Mø",-4.2602552441
"305","S:Mono","FN1","ITGB1","T:Mø",-1.7540406452
"306","S:Mono","LGALS3BP","ITGB1","T:Mø",-1.4721889866
"307","S:Mono","PLAU","ITGB1","T:Mø",-0.0780759199999999
"308","S:Mono","SPP1","ITGB1","T:Mø",0.0584290131
"309","S:Mono","THBS1","ITGB1","T:Mø",0.2240020138
"310","S:Mono","TIMP2","ITGB1","T:Mø",-0.9209869641
"311","S:Mono","VCAN","ITGB1","T:Mø",0.4554501493
"312","S:Mono","VEGFA","ITGB1","T:Mø",0.0602987268000001
"313","S:Mono","ADAM10","AXL","T:Mø",0.6842772363
"314","S:Mono","GAS6","AXL","T:Mø",-0.1937512674
"315","S:Mono","A2M","LRP1","T:Mø",-0.2957307463
"316","S:Mono","APOE","LRP1","T:Mø",0.4936935296
"317","S:Mono","APP","LRP1","T:Mø",-0.1236709182
"318","S:Mono","C3","LRP1","T:Mø",-0.5972583465
"319","S:Mono","CALR","LRP1","T:Mø",1.0793274504
"320","S:Mono","CTGF","LRP1","T:Mø",-2.5225993155
"321","S:Mono","LRPAP1","LRP1","T:Mø",0.7585744696
"322","S:Mono","PLAU","LRP1","T:Mø",1.16558372
"323","S:Mono","PSAP","LRP1","T:Mø",1.1760678753
"324","S:Mono","SERPINA1","LRP1","T:Mø",2.6874312087
"325","S:Mono","THBS1","LRP1","T:Mø",1.4956616538
"326","S:Mono","VEGFA","NRP1","T:SC",1.5082660268
"327","S:Mono","TNF","TNFRSF1A","T:SC",2.3992858331
"328","S:Mono","TNF","LTBR","T:SC",1.7826760331
"329","S:Mono","TNFSF12","TNFRSF12A","T:SC",1.7409697922
"330","S:Mono","TIMP1","CD63","T:SC",1.4637050292
"331","S:Mono","THBS1","CD47","T:SC",1.3265591138
"332","S:Mono","THBS1","CD36","T:SC",2.4261957138
"333","S:Mono","TGFB1","TGFBR2","T:SC",1.2003533713
"334","S:Mono","TGFB1","ACVRL1","T:SC",1.3882200113
"335","S:Mono","TGFB1","ENG","T:SC",0.9669048713
"336","S:Mono","SELPLG","ESAM","T:SC",1.8425857929
"337","S:Mono","PSEN1","NOTCH3","T:SC",2.2316649066
"338","S:Mono","OSM","OSMR","T:SC",1.6287738261
"339","S:Mono","MFGE8","PDGFRB","T:SC",-0.9847428697
"340","S:Mono","PDAP1","PDGFRB","T:SC",1.1550327638
"341","S:Mono","LRPAP1","SORT1","T:SC",0.8596927296
"342","S:Mono","IL10","IL10RB","T:SC",1.8827025949
"343","S:Mono","HMGB1","THBD","T:SC",-0.7595241618
"344","S:Mono","HLA-B","CANX","T:SC",1.4163136449
"345","S:Mono","HLA-A","APLP2","T:SC",0.4740613262
"346","S:Mono","HBEGF","CD9","T:SC",2.5486009495
"347","S:Mono","HBEGF","CD82","T:SC",2.0179666385
"348","S:Mono","GPI","AMFR","T:SC",0.9552307209
"349","S:Mono","GNAS","PTGIR","T:SC",1.2711022233
"350","S:Mono","GNAI2","EDNRA","T:SC",1.8223165015
"351","S:Mono","FN1","ITGA8","T:SC",-0.0775490452
"352","S:Mono","FN1","SDC2","T:SC",-0.0432631452
"353","S:Mono","TGFB1","SDC2","T:SC",1.7766625713
"354","S:Mono","FN1","CD44","T:SC",-0.2423553452
"355","S:Mono","HBEGF","CD44","T:SC",2.2923621495
"356","S:Mono","PKM","CD44","T:SC",1.214171278
"357","S:Mono","SPP1","CD44","T:SC",1.6541143131
"358","S:Mono","VCAN","CD44","T:SC",2.1321354493
"359","S:Mono","VIM","CD44","T:SC",-0.3809781117
"360","S:Mono","EREG","ERBB2","T:SC",2.2420720011
"361","S:Mono","HBEGF","ERBB2","T:SC",2.4570002495
"362","S:Mono","HLA-A","ERBB2","T:SC",0.5376922262
"363","S:Mono","SEMA4D","ERBB2","T:SC",1.2466868264
"364","S:Mono","EBI3","IL6ST","T:SC",1.2313730412
"365","S:Mono","OSM","IL6ST","T:SC",1.3492491261
"366","S:Mono","CXCL12","SDC4","T:SC",-0.00547589039999996
"367","S:Mono","THBS1","SDC4","T:SC",1.9885703138
"368","S:Mono","C3","IFITM1","T:SC",-0.3663066665
"369","S:Mono","C3","CD81","T:SC",-0.4244355465
"370","S:Mono","C3","CD46","T:SC",-0.2800311865
"371","S:Mono","B2M","HLA-F","T:SC",0.6009691584
"372","S:Mono","CALR","HLA-F","T:SC",0.5337327104
"373","S:Mono","ARF1","INSR","T:SC",0.3952864806
"374","S:Mono","NAMPT","INSR","T:SC",1.6095985598
"375","S:Mono","APP","NGFR","T:SC",0.4587200418
"376","S:Mono","RTN4","NGFR","T:SC",1.4955841811
"377","S:Mono","APP","NCSTN","T:SC",-0.1849816132
"378","S:Mono","PSEN1","NCSTN","T:SC",1.1933508516
"379","S:Mono","APP","GPC1","T:SC",0.2125143418
"380","S:Mono","VEGFA","GPC1","T:SC",1.6951436268
"381","S:Mono","APP","CAV1","T:SC",0.7333694418
"382","S:Mono","BST1","CAV1","T:SC",1.8703777225
"383","S:Mono","CYR61","CAV1","T:SC",-1.4535084978
"384","S:Mono","GNAI2","CAV1","T:SC",2.4132403015
"385","S:Mono","ICAM1","CAV1","T:SC",2.1240746363
"386","S:Mono","PTGS2","CAV1","T:SC",2.8250898153
"387","S:Mono","TGFB1","CAV1","T:SC",2.4425850713
"388","S:Mono","APOE","LDLR","T:SC",0.7343449896
"389","S:Mono","LRPAP1","LDLR","T:SC",0.9812259296
"390","S:Mono","APOD","LEPR","T:SC",-3.5369442104
"391","S:Mono","ADAM15","ITGB1","T:SC",1.3545036376
"392","S:Mono","ADAM17","ITGB1","T:SC",1.583996371
"393","S:Mono","ADAM9","ITGB1","T:SC",1.4205293166
"394","S:Mono","CD14","ITGB1","T:SC",3.975848682
"395","S:Mono","CXCL12","ITGB1","T:SC",-0.2507109904
"396","S:Mono","F13A1","ITGB1","T:SC",2.9429698991
"397","S:Mono","FBLN1","ITGB1","T:SC",-2.2379220441
"398","S:Mono","FN1","ITGB1","T:SC",0.2682925548
"399","S:Mono","LGALS3BP","ITGB1","T:SC",0.5501442134
"400","S:Mono","PLAU","ITGB1","T:SC",1.94425728
"401","S:Mono","SPP1","ITGB1","T:SC",2.0807622131
"402","S:Mono","THBS1","ITGB1","T:SC",2.2463352138
"403","S:Mono","TIMP2","ITGB1","T:SC",1.1013462359
"404","S:Mono","VCAN","ITGB1","T:SC",2.4777833493
"405","S:Mono","VEGFA","ITGB1","T:SC",2.0826319268
"406","S:Mono","ADAM10","AXL","T:SC",1.7588298363
"407","S:Mono","GAS6","AXL","T:SC",0.8808013326
"408","S:Mono","A2M","LRP1","T:SC",-0.1643445863
"409","S:Mono","APOE","LRP1","T:SC",0.6250796896
"410","S:Mono","APP","LRP1","T:SC",0.00771524179999991
"411","S:Mono","C3","LRP1","T:SC",-0.4658721865
"412","S:Mono","CALR","LRP1","T:SC",1.2107136104
"413","S:Mono","CTGF","LRP1","T:SC",-2.3912131555
"414","S:Mono","LRPAP1","LRP1","T:SC",0.8899606296
"415","S:Mono","PLAU","LRP1","T:SC",1.29696988
"416","S:Mono","PSAP","LRP1","T:SC",1.3074540353
"417","S:Mono","SERPINA1","LRP1","T:SC",2.8188173687
"418","S:Mono","THBS1","LRP1","T:SC",1.6270478138
"419","S:Mono","VEGFA","NRP2","T:EC",1.6405774268
"420","S:Mono","VEGFA","NRP1","T:EC",1.9024746268
"421","S:Mono","VEGFA","KDR","T:EC",1.8182606268
"422","S:Mono","TNF","TNFRSF1B","T:EC",2.4516742331
