source,target,relationship,weight
LRP1,T:Mono,receptor.cluster,-3.385881e-01
LRP1,T:Mø,receptor.cluster,1.072664e-02
LRP1,T:SC,receptor.cluster,1.421128e-01
LRP1,T:SMC,receptor.cluster,1.098979e+00
LRP1,T:PreB_CD34-,receptor.cluster,-8.414407e-01
LRP1,T:CH,receptor.cluster,3.060854e-01
LRP1,T:FB,receptor.cluster,1.118665e+00
LRP1,T:DC,receptor.cluster,-1.828084e-01
LRP1,T:Astrocyte,receptor.cluster,9.960464e-01
LRP1,T:Osteoblasts,receptor.cluster,4.928840e-02
AXL,T:Mono,receptor.cluster,-2.833619e-01
AXL,T:Mø,receptor.cluster,-1.655673e-01
AXL,T:SC,receptor.cluster,9.089853e-01
AXL,T:SMC,receptor.cluster,7.310805e-01
AXL,T:CH,receptor.cluster,1.328785e-01
AXL,T:FB,receptor.cluster,6.851223e-01
AXL,T:DC,receptor.cluster,-1.532189e-01
AXL,T:Neurons,receptor.cluster,8.580581e-01
AXL,T:Astrocyte,receptor.cluster,6.603421e-01
AXL,T:Osteoblasts,receptor.cluster,6.268324e-01
EPHA3,T:SMC,receptor.cluster,2.592164e-01
EPHA3,T:Astrocyte,receptor.cluster,1.001738e+00
EPHA3,T:Osteoblasts,receptor.cluster,7.392745e-01
ITGB1,T:Mono,receptor.cluster,-1.211849e+00
ITGB1,T:B_Cells,receptor.cluster,-1.506029e+00
ITGB1,T:ProB_CD34+,receptor.cluster,-1.225104e+00
ITGB1,T:Mø,receptor.cluster,-1.239933e+00
ITGB1,T:SC,receptor.cluster,7.824002e-01
ITGB1,T:EC,receptor.cluster,-4.293044e-01
ITGB1,T:T_Cells,receptor.cluster,-7.650134e-01
ITGB1,T:SMC,receptor.cluster,3.875549e-01
ITGB1,T:PreB_CD34-,receptor.cluster,-1.829940e+00
ITGB1,T:CH,receptor.cluster,1.048094e+00
ITGB1,T:NK,receptor.cluster,-2.013195e-01
ITGB1,T:FB,receptor.cluster,1.315409e-01
ITGB1,T:DC,receptor.cluster,-1.265756e+00
ITGB1,T:GMP,receptor.cluster,-1.037184e+00
ITGB1,T:Neurons,receptor.cluster,2.766696e-01
ITGB1,T:Astrocyte,receptor.cluster,1.268541e-01
ITGB1,T:Osteoblasts,receptor.cluster,1.790919e+00
ITGB1,T:CMP,receptor.cluster,-1.535113e+00
SDC4,T:SC,receptor.cluster,5.546353e-01
SDC4,T:SMC,receptor.cluster,1.840668e-01
SDC4,T:CH,receptor.cluster,3.017784e-01
SDC4,T:FB,receptor.cluster,2.142848e-01
SDC4,T:Neurons,receptor.cluster,8.945968e-01
SDC4,T:Osteoblasts,receptor.cluster,1.552330e+00
ITGA5,T:EC,receptor.cluster,9.346641e-01
ITGA5,T:SMC,receptor.cluster,5.880628e-03
ITGA5,T:CH,receptor.cluster,-1.268027e-01
ITGA5,T:FB,receptor.cluster,-5.983500e-02
ITGAV,T:Mø,receptor.cluster,1.365702e-02
ITGAV,T:SMC,receptor.cluster,1.368803e-01
ITGAV,T:CH,receptor.cluster,1.842135e-01
ITGAV,T:FB,receptor.cluster,1.636194e-01
ITGAV,T:Neurons,receptor.cluster,9.063183e-01
ITGAV,T:Astrocyte,receptor.cluster,1.814835e+00
ITGAV,T:Osteoblasts,receptor.cluster,7.295809e-01
NOTCH1,T:EC,receptor.cluster,4.856589e-01
NOTCH1,T:Astrocyte,receptor.cluster,2.091873e+00
NOTCH1,T:Osteoblasts,receptor.cluster,9.373781e-02
ITGA4,T:Mono,receptor.cluster,3.159467e-01
ITGA4,T:Mø,receptor.cluster,1.670352e-01
ITGA4,T:NK,receptor.cluster,4.525262e-01
ITGA4,T:GMP,receptor.cluster,1.261611e+00
ITGA3,T:CH,receptor.cluster,2.297784e-01
ITGA6,T:EC,receptor.cluster,9.397523e-01
ITGA6,T:PreB_CD34-,receptor.cluster,-1.674417e-01
ITGA6,T:Neurons,receptor.cluster,1.462650e+00
ITGB5,T:Mø,receptor.cluster,1.167472e-01
ITGB5,T:SMC,receptor.cluster,1.112702e-01
ITGB5,T:CH,receptor.cluster,3.943817e-01
ITGB5,T:FB,receptor.cluster,1.611863e-01
ITGB5,T:Osteoblasts,receptor.cluster,2.429771e-01
CALCRL,T:EC,receptor.cluster,8.949439e-01
CALCRL,T:SMC,receptor.cluster,-6.287620e-02
CALCRL,T:CH,receptor.cluster,-3.507465e-03
CALCRL,T:FB,receptor.cluster,7.292874e-04
CALCRL,T:Osteoblasts,receptor.cluster,9.304463e-01
RAMP2,T:EC,receptor.cluster,2.911268e+00
RAMP2,T:SMC,receptor.cluster,-7.000599e-01
RAMP2,T:FB,receptor.cluster,-5.526953e-01
AGTR1,T:SC,receptor.cluster,5.401302e-01
AGTR1,T:SMC,receptor.cluster,4.268671e-01
AGTR1,T:FB,receptor.cluster,3.047182e-01
AGTR1,T:Osteoblasts,receptor.cluster,-2.302734e-03
TEK,T:EC,receptor.cluster,7.806316e-01
TIE1,T:EC,receptor.cluster,1.110912e+00
TIE1,T:GMP,receptor.cluster,1.840368e-01
EGFR,T:SMC,receptor.cluster,2.641766e-01
EGFR,T:FB,receptor.cluster,3.347510e-01
FPR1,T:Mono,receptor.cluster,2.037785e+00
FPR1,T:Mø,receptor.cluster,1.699414e+00
FPR1,T:DC,receptor.cluster,1.185561e+00
FPR2,T:Mono,receptor.cluster,5.137177e-01
FPR3,T:Mono,receptor.cluster,7.508446e-01
FPR3,T:Mø,receptor.cluster,1.306856e+00
FPR3,T:DC,receptor.cluster,1.143533e+00
LEPR,T:SC,receptor.cluster,3.574250e-01
LEPR,T:EC,receptor.cluster,-2.944364e-02
LEPR,T:SMC,receptor.cluster,6.068576e-01
LEPR,T:FB,receptor.cluster,7.207970e-01
LDLR,T:SC,receptor.cluster,2.523781e-01
LDLR,T:Osteoblasts,receptor.cluster,4.972692e-01
LRP5,T:EC,receptor.cluster,3.382065e-01
LRP5,T:PreB_CD34-,receptor.cluster,-1.035317e-02
LRP5,T:GMP,receptor.cluster,2.893897e-01
SCARB1,T:EC,receptor.cluster,4.485613e-01
SCARB1,T:GMP,receptor.cluster,2.191688e-01
SCARB1,T:Astrocyte,receptor.cluster,9.604030e-01
SCARB1,T:Osteoblasts,receptor.cluster,2.804276e-01
SORL1,T:Mono,receptor.cluster,4.673083e-01
SORL1,T:Mø,receptor.cluster,1.663840e-01
SORL1,T:T_Cells,receptor.cluster,5.249715e-01
SORL1,T:NK,receptor.cluster,6.824009e-01
SORL1,T:GMP,receptor.cluster,5.708025e-01
CAV1,T:SC,receptor.cluster,1.199767e+00
CAV1,T:EC,receptor.cluster,6.749778e-01
CAV1,T:SMC,receptor.cluster,1.029596e-01
CAV1,T:CH,receptor.cluster,8.363946e-01
CAV1,T:FB,receptor.cluster,-1.822100e-01
CAV1,T:Osteoblasts,receptor.cluster,8.728740e-01
CD74,T:Mono,receptor.cluster,1.983710e+00
CD74,T:B_Cells,receptor.cluster,2.515429e-01
CD74,T:ProB_CD34+,receptor.cluster,4.945855e-01
CD74,T:Mø,receptor.cluster,2.499426e+00
CD74,T:SC,receptor.cluster,-4.268884e+00
CD74,T:EC,receptor.cluster,6.269657e-01
CD74,T:T_Cells,receptor.cluster,-2.987813e+00
CD74,T:SMC,receptor.cluster,-3.723765e+00
CD74,T:PreB_CD34-,receptor.cluster,-2.914229e-01
CD74,T:CH,receptor.cluster,-3.957007e+00
CD74,T:NK,receptor.cluster,-2.702435e+00
CD74,T:FB,receptor.cluster,-3.683826e+00
CD74,T:DC,receptor.cluster,1.786653e+00
CD74,T:GMP,receptor.cluster,-1.270673e-01
CD74,T:Neurons,receptor.cluster,-3.561363e+00
CD74,T:Astrocyte,receptor.cluster,-3.281791e+00
CD74,T:Osteoblasts,receptor.cluster,-3.318009e+00
CD74,T:CMP,receptor.cluster,-3.201488e+00
GPC1,T:SC,receptor.cluster,3.639119e-01
GPC1,T:SMC,receptor.cluster,9.498509e-02
GPC1,T:CH,receptor.cluster,3.112872e-01
GPC1,T:Neurons,receptor.cluster,1.698884e+00
GPC1,T:Astrocyte,receptor.cluster,2.241125e+00
NCSTN,T:Mono,receptor.cluster,-2.187226e-03
NCSTN,T:B_Cells,receptor.cluster,-2.222834e-01
NCSTN,T:Mø,receptor.cluster,7.098557e-02
NCSTN,T:SC,receptor.cluster,8.415945e-03
NCSTN,T:EC,receptor.cluster,-9.146685e-02
NCSTN,T:SMC,receptor.cluster,1.712399e-01
NCSTN,T:CH,receptor.cluster,8.548796e-02
NCSTN,T:FB,receptor.cluster,1.247499e-01
NCSTN,T:DC,receptor.cluster,2.463429e-02
NCSTN,T:GMP,receptor.cluster,-4.484964e-02
NCSTN,T:Neurons,receptor.cluster,4.322032e-01
NCSTN,T:Astrocyte,receptor.cluster,2.215595e+00
NCSTN,T:Osteoblasts,receptor.cluster,6.500715e-01
NCSTN,T:CMP,receptor.cluster,-7.665450e-02
NGFR,T:SC,receptor.cluster,5.841176e-01
NGFR,T:SMC,receptor.cluster,5.366892e-01
NGFR,T:FB,receptor.cluster,8.001258e-01
NGFR,T:Neurons,receptor.cluster,5.240483e-01
NGFR,T:Osteoblasts,receptor.cluster,2.852848e-01
SLC45A3,T:GMP,receptor.cluster,4.284640e-01
SLC45A3,T:CMP,receptor.cluster,1.560551e+00
TNFRSF21,T:Mono,receptor.cluster,1.567968e-01
TNFRSF21,T:Mø,receptor.cluster,2.678094e-01
TNFRSF21,T:PreB_CD34-,receptor.cluster,3.741298e-01
TNFRSF21,T:DC,receptor.cluster,4.357928e-01
TNFRSF21,T:GMP,receptor.cluster,3.839663e-01
ERBB3,T:Neurons,receptor.cluster,1.631089e+00
ERBB3,T:Astrocyte,receptor.cluster,2.865567e+00
INSR,T:Mono,receptor.cluster,-6.240011e-01
INSR,T:B_Cells,receptor.cluster,-5.849589e-01
INSR,T:SC,receptor.cluster,-2.853024e-02
INSR,T:EC,receptor.cluster,1.209942e+00
INSR,T:SMC,receptor.cluster,1.314044e-02
INSR,T:PreB_CD34-,receptor.cluster,-6.172741e-01
INSR,T:CH,receptor.cluster,-1.340750e-01
INSR,T:FB,receptor.cluster,1.375169e-02
INSR,T:DC,receptor.cluster,-5.097556e-01
INSR,T:GMP,receptor.cluster,-5.205046e-01
INSR,T:Neurons,receptor.cluster,-1.436326e-01
INSR,T:Osteoblasts,receptor.cluster,1.921966e-01
PLD2,T:Mono,receptor.cluster,1.360749e-01
PLD2,T:EC,receptor.cluster,1.875780e-01
ATRN,T:PreB_CD34-,receptor.cluster,1.476537e-01
F11R,T:Mono,receptor.cluster,9.016709e-02
F11R,T:EC,receptor.cluster,4.750789e-01
CD247,T:T_Cells,receptor.cluster,1.222588e+00
CD247,T:NK,receptor.cluster,2.673717e+00
CD3D,T:T_Cells,receptor.cluster,2.860537e+00
CD3D,T:PreB_CD34-,receptor.cluster,-2.672601e-01
CD3D,T:NK,receptor.cluster,5.021439e-01
CD3G,T:T_Cells,receptor.cluster,1.781792e+00
HFE,T:PreB_CD34-,receptor.cluster,1.713339e-01
HFE,T:GMP,receptor.cluster,3.907036e-01
HLA-F,T:Mono,receptor.cluster,-3.040904e-01
HLA-F,T:B_Cells,receptor.cluster,3.359047e-02
HLA-F,T:ProB_CD34+,receptor.cluster,7.525734e-01
HLA-F,T:Mø,receptor.cluster,-3.891504e-01
HLA-F,T:SC,receptor.cluster,-3.748681e-01
HLA-F,T:EC,receptor.cluster,7.198018e-01
HLA-F,T:T_Cells,receptor.cluster,7.549834e-01
HLA-F,T:SMC,receptor.cluster,-4.951901e-01
HLA-F,T:PreB_CD34-,receptor.cluster,-3.799244e-01
HLA-F,T:CH,receptor.cluster,-4.476290e-01
HLA-F,T:NK,receptor.cluster,8.064182e-01
HLA-F,T:DC,receptor.cluster,-4.139184e-01
HLA-F,T:GMP,receptor.cluster,-4.128593e-01
HLA-F,T:Osteoblasts,receptor.cluster,-3.432616e-01
KIR2DL3,T:NK,receptor.cluster,8.556073e-01
KLRC1,T:NK,receptor.cluster,1.879219e+00
KLRD1,T:NK,receptor.cluster,2.935727e+00
LILRB1,T:Mono,receptor.cluster,4.946147e-01
LILRB1,T:Mø,receptor.cluster,3.611829e-01
LILRB1,T:PreB_CD34-,receptor.cluster,5.723834e-01
LILRB2,T:Mono,receptor.cluster,1.083855e+00
LILRB2,T:Mø,receptor.cluster,8.375602e-01
LILRB2,T:DC,receptor.cluster,7.030581e-01
TFRC,T:Mono,receptor.cluster,3.411822e-01
TFRC,T:Mø,receptor.cluster,9.409705e-01
TFRC,T:DC,receptor.cluster,1.341829e+00
TFRC,T:Osteoblasts,receptor.cluster,3.840115e-01
LY96,T:Mono,receptor.cluster,9.155610e-01
LY96,T:B_Cells,receptor.cluster,-1.825035e-01
LY96,T:ProB_CD34+,receptor.cluster,-3.430149e-01
LY96,T:Mø,receptor.cluster,1.449255e+00
LY96,T:EC,receptor.cluster,1.309578e-01
LY96,T:SMC,receptor.cluster,-6.161573e-01
LY96,T:PreB_CD34-,receptor.cluster,1.141608e-01
LY96,T:CH,receptor.cluster,-6.573193e-01
LY96,T:FB,receptor.cluster,-5.157680e-01
LY96,T:DC,receptor.cluster,1.371245e+00
LY96,T:GMP,receptor.cluster,2.107673e-01
LY96,T:Osteoblasts,receptor.cluster,-8.158222e-02
TLR1,T:Mono,receptor.cluster,5.898283e-01
TLR1,T:Mø,receptor.cluster,4.314976e-01
TLR1,T:DC,receptor.cluster,2.616791e-01
TLR2,T:Mono,receptor.cluster,5.335121e-01
TLR2,T:Mø,receptor.cluster,6.491907e-01
TLR2,T:DC,receptor.cluster,3.981405e-01
TLR4,T:Mono,receptor.cluster,1.753484e-01
TLR4,T:Mø,receptor.cluster,2.199801e-01
TLR4,T:DC,receptor.cluster,1.888203e-01
ACVR1,T:Astrocyte,receptor.cluster,1.557732e+00
ACVR2A,T:Astrocyte,receptor.cluster,2.152682e+00
BMPR1A,T:SC,receptor.cluster,2.109019e-01
BMPR1A,T:SMC,receptor.cluster,1.351593e-01
BMPR1A,T:CH,receptor.cluster,1.550361e-01
BMPR1A,T:GMP,receptor.cluster,2.490514e-01
BMPR1A,T:Osteoblasts,receptor.cluster,8.979178e-01
BMPR1A,T:CMP,receptor.cluster,2.494564e-01
BMPR1B,T:Astrocyte,receptor.cluster,1.708015e+00
BMPR2,T:SC,receptor.cluster,-5.059942e-02
BMPR2,T:EC,receptor.cluster,7.799154e-01
BMPR2,T:SMC,receptor.cluster,-1.085964e-01
BMPR2,T:CH,receptor.cluster,-1.259269e-02
BMPR2,T:FB,receptor.cluster,-3.698650e-02
BMPR2,T:GMP,receptor.cluster,-4.286507e-02
BMPR2,T:Osteoblasts,receptor.cluster,4.096928e-01
ENG,T:Mono,receptor.cluster,-1.086014e+00
ENG,T:Mø,receptor.cluster,-1.025613e+00
ENG,T:SC,receptor.cluster,-3.429132e-01
ENG,T:EC,receptor.cluster,1.809441e+00
ENG,T:SMC,receptor.cluster,1.967159e-01
ENG,T:CH,receptor.cluster,-1.293015e-01
ENG,T:FB,receptor.cluster,2.943634e-01
ENG,T:DC,receptor.cluster,-1.106965e+00
ENG,T:Astrocyte,receptor.cluster,-5.529762e-01
ENG,T:Osteoblasts,receptor.cluster,4.633548e-01
ENG,T:CMP,receptor.cluster,-1.360196e+00
CD79A,T:B_Cells,receptor.cluster,3.042724e+00
CD79A,T:ProB_CD34+,receptor.cluster,2.238280e+00
CD79A,T:PreB_CD34-,receptor.cluster,-1.923236e-01
CD79A,T:GMP,receptor.cluster,-3.813948e-02
CD79A,T:Osteoblasts,receptor.cluster,2.736805e-02
TNFRSF14,T:Mono,receptor.cluster,5.534124e-02
TNFRSF14,T:B_Cells,receptor.cluster,9.231546e-03
TNFRSF14,T:ProB_CD34+,receptor.cluster,4.227080e-01
TNFRSF14,T:Mø,receptor.cluster,8.260532e-02
TNFRSF14,T:EC,receptor.cluster,2.944866e-01
TNFRSF14,T:T_Cells,receptor.cluster,2.571915e-01
TNFRSF14,T:SMC,receptor.cluster,-1.779013e-01
TNFRSF14,T:PreB_CD34-,receptor.cluster,-1.514276e-01
TNFRSF14,T:FB,receptor.cluster,-1.041823e-01
TNFRSF14,T:DC,receptor.cluster,1.279392e-01
TNFRSF14,T:GMP,receptor.cluster,2.564828e-01
TNFRSF14,T:CMP,receptor.cluster,4.053863e-01
CD93,T:Mono,receptor.cluster,5.939275e-01
CD93,T:Mø,receptor.cluster,8.196779e-01
CD93,T:EC,receptor.cluster,1.253096e+00
CD93,T:PreB_CD34-,receptor.cluster,-5.178123e-01
CD93,T:DC,receptor.cluster,5.301301e-01
CD93,T:Osteoblasts,receptor.cluster,-4.594631e-01
CSPG4,T:CH,receptor.cluster,3.142277e-01
AVPR2,T:EC,receptor.cluster,4.596268e-01
C3AR1,T:Mono,receptor.cluster,1.293916e+00
C3AR1,T:Mø,receptor.cluster,1.885725e+00
C3AR1,T:PreB_CD34-,receptor.cluster,-3.389135e-01
C3AR1,T:DC,receptor.cluster,8.900634e-01
C3AR1,T:CMP,receptor.cluster,-4.870810e-02
CD19,T:B_Cells,receptor.cluster,6.103900e-01
CD19,T:ProB_CD34+,receptor.cluster,7.279564e-01
CD46,T:Mono,receptor.cluster,-7.841992e-02
CD46,T:B_Cells,receptor.cluster,-3.366906e-01
CD46,T:ProB_CD34+,receptor.cluster,1.252295e-01
CD46,T:Mø,receptor.cluster,-1.578018e-01
CD46,T:SC,receptor.cluster,4.895380e-02
CD46,T:EC,receptor.cluster,-2.630962e-02
CD46,T:T_Cells,receptor.cluster,1.919743e-01
CD46,T:SMC,receptor.cluster,6.588109e-03
CD46,T:CH,receptor.cluster,1.266811e-01
CD46,T:NK,receptor.cluster,1.446261e-01
CD46,T:FB,receptor.cluster,5.599559e-02
CD46,T:DC,receptor.cluster,-2.107331e-01
CD46,T:GMP,receptor.cluster,6.689217e-01
CD46,T:Neurons,receptor.cluster,3.414868e-01
CD46,T:Astrocyte,receptor.cluster,1.712364e+00
CD46,T:Osteoblasts,receptor.cluster,6.295496e-01
CD46,T:CMP,receptor.cluster,9.934535e-02
CD81,T:Mono,receptor.cluster,-2.923726e-01
CD81,T:Mø,receptor.cluster,4.257331e-01
CD81,T:SC,receptor.cluster,-3.445056e-02
CD81,T:EC,receptor.cluster,1.152887e-01
CD81,T:SMC,receptor.cluster,3.879126e-01
CD81,T:PreB_CD34-,receptor.cluster,-2.843695e-01
CD81,T:CH,receptor.cluster,1.073891e-01
CD81,T:FB,receptor.cluster,3.145204e-01
CD81,T:DC,receptor.cluster,1.126160e-01
CD81,T:Neurons,receptor.cluster,3.643815e-01
CD81,T:Astrocyte,receptor.cluster,8.548478e-01
CD81,T:Osteoblasts,receptor.cluster,5.566536e-01
IFITM1,T:SC,receptor.cluster,5.267832e-02
IFITM1,T:EC,receptor.cluster,5.050494e-01
IFITM1,T:T_Cells,receptor.cluster,4.835922e-01
IFITM1,T:SMC,receptor.cluster,7.417633e-02
IFITM1,T:NK,receptor.cluster,1.259105e+00
IFITM1,T:FB,receptor.cluster,1.714638e-01
IFITM1,T:Osteoblasts,receptor.cluster,-3.884046e-01
ITGAM,T:Mono,receptor.cluster,7.578584e-01
ITGAM,T:Mø,receptor.cluster,6.561606e-01
ITGAM,T:DC,receptor.cluster,6.802907e-01
ITGAM,T:GMP,receptor.cluster,9.661587e-01
ITGAX,T:Mono,receptor.cluster,4.622506e-01
ITGAX,T:Mø,receptor.cluster,4.164789e-01
ITGAX,T:DC,receptor.cluster,2.314524e-01
ITGB2,T:Mono,receptor.cluster,1.892271e+00
ITGB2,T:Mø,receptor.cluster,1.526340e+00
ITGB2,T:T_Cells,receptor.cluster,8.764099e-01
ITGB2,T:PreB_CD34-,receptor.cluster,-5.557968e-01
ITGB2,T:NK,receptor.cluster,1.951734e+00
ITGB2,T:DC,receptor.cluster,1.015365e+00
ITGB2,T:GMP,receptor.cluster,-7.581939e-01
ITGB2,T:CMP,receptor.cluster,-5.865511e-01
SCARF1,T:EC,receptor.cluster,8.474204e-01
SCARF1,T:Osteoblasts,receptor.cluster,2.178729e-01
ACKR4,T:SMC,receptor.cluster,2.657020e-01
ACKR4,T:FB,receptor.cluster,4.010940e-01
CCR1,T:Mono,receptor.cluster,6.524244e-01
CCR1,T:Mø,receptor.cluster,5.786895e-01
CCR1,T:DC,receptor.cluster,5.134547e-01
CCR2,T:PreB_CD34-,receptor.cluster,7.646961e-02
CCR2,T:GMP,receptor.cluster,3.464522e-01
CXCR3,T:T_Cells,receptor.cluster,5.109629e-01
CXCR3,T:PreB_CD34-,receptor.cluster,1.662503e+00
CXCR3,T:GMP,receptor.cluster,1.716081e+00
C14orf1,T:Mono,receptor.cluster,-1.205546e-01
C14orf1,T:B_Cells,receptor.cluster,-2.519643e-01
C14orf1,T:SC,receptor.cluster,4.742577e-02
C14orf1,T:EC,receptor.cluster,5.632084e-02
C14orf1,T:SMC,receptor.cluster,1.153891e-01
C14orf1,T:CH,receptor.cluster,9.563761e-02
C14orf1,T:FB,receptor.cluster,1.111006e-01
C14orf1,T:DC,receptor.cluster,-8.395277e-02
C14orf1,T:GMP,receptor.cluster,3.620798e-01
C14orf1,T:Osteoblasts,receptor.cluster,-1.366838e-01
CCR10,T:B_Cells,receptor.cluster,1.300519e-01
CCR10,T:GMP,receptor.cluster,2.824775e-01
CCR7,T:B_Cells,receptor.cluster,6.797085e-01
CCR7,T:T_Cells,receptor.cluster,5.087748e-01
CCR7,T:GMP,receptor.cluster,3.370710e-01
CCRL2,T:Mono,receptor.cluster,2.696191e-01
CCRL2,T:EC,receptor.cluster,3.365384e-01
CCRL2,T:GMP,receptor.cluster,3.267309e-01
SDC1,T:B_Cells,receptor.cluster,5.852015e-01
SDC1,T:ProB_CD34+,receptor.cluster,5.702728e-01
SDC1,T:PreB_CD34-,receptor.cluster,8.251485e-01
SDC1,T:GMP,receptor.cluster,5.753202e-01
SELP,T:EC,receptor.cluster,7.385468e-01
SELL,T:Mono,receptor.cluster,2.703267e-01
SELL,T:B_Cells,receptor.cluster,6.888738e-01
SELL,T:ProB_CD34+,receptor.cluster,4.700529e-01
SELL,T:T_Cells,receptor.cluster,4.715082e-01
SELL,T:PreB_CD34-,receptor.cluster,6.910428e-01
SELL,T:NK,receptor.cluster,8.960233e-01
SELL,T:GMP,receptor.cluster,9.254732e-01
CD40,T:Mono,receptor.cluster,-6.883331e-02
CD40,T:B_Cells,receptor.cluster,2.606154e-01
CD40,T:ProB_CD34+,receptor.cluster,2.270246e-01
CD40,T:Mø,receptor.cluster,2.299419e-01
CD40,T:SC,receptor.cluster,-1.386445e-01
CD40,T:EC,receptor.cluster,3.660573e-01
CD40,T:SMC,receptor.cluster,-2.024420e-02
CD40,T:PreB_CD34-,receptor.cluster,-3.481876e-01
CD40,T:CH,receptor.cluster,-2.677725e-01
CD40,T:FB,receptor.cluster,-4.837136e-02
CD40,T:DC,receptor.cluster,2.280462e-02
CD40,T:GMP,receptor.cluster,-1.166440e-01
CD40,T:Osteoblasts,receptor.cluster,-7.241425e-02
CD40,T:CMP,receptor.cluster,-1.046384e-01
CD27,T:B_Cells,receptor.cluster,1.198710e+00
CD27,T:ProB_CD34+,receptor.cluster,9.917171e-01
CD27,T:T_Cells,receptor.cluster,1.045744e+00
CD27,T:PreB_CD34-,receptor.cluster,8.814597e-01
CD27,T:GMP,receptor.cluster,-2.711425e-02
CNTFR,T:SC,receptor.cluster,2.448442e-01
CNTFR,T:SMC,receptor.cluster,5.578053e-01
CNTFR,T:FB,receptor.cluster,7.108778e-01
CNTFR,T:Neurons,receptor.cluster,5.431158e-01
CRLF1,T:Osteoblasts,receptor.cluster,3.698968e-01
IL6ST,T:Mono,receptor.cluster,-7.325242e-01
IL6ST,T:B_Cells,receptor.cluster,-9.273561e-01
IL6ST,T:Mø,receptor.cluster,-6.382921e-01
IL6ST,T:SC,receptor.cluster,-2.300850e-02
IL6ST,T:EC,receptor.cluster,9.071053e-01
IL6ST,T:SMC,receptor.cluster,4.527313e-01
IL6ST,T:PreB_CD34-,receptor.cluster,-8.188878e-01
IL6ST,T:CH,receptor.cluster,-2.170370e-01
IL6ST,T:FB,receptor.cluster,5.227599e-01
IL6ST,T:DC,receptor.cluster,-6.415477e-01
IL6ST,T:Neurons,receptor.cluster,7.532894e-02
IL6ST,T:Osteoblasts,receptor.cluster,-8.601174e-02
LIFR,T:EC,receptor.cluster,8.519001e-01
LIFR,T:FB,receptor.cluster,9.170591e-02
LIFR,T:Astrocyte,receptor.cluster,9.519238e-01
LIFR,T:Osteoblasts,receptor.cluster,9.967219e-02
KIT,T:GMP,receptor.cluster,1.150070e+00
KIT,T:CMP,receptor.cluster,2.092067e+00
CD44,T:Mono,receptor.cluster,4.536019e-01
CD44,T:B_Cells,receptor.cluster,-1.961622e-01
CD44,T:ProB_CD34+,receptor.cluster,-2.250736e-01
CD44,T:Mø,receptor.cluster,2.305191e-01
CD44,T:SC,receptor.cluster,3.247523e-01
CD44,T:T_Cells,receptor.cluster,6.303048e-01
CD44,T:SMC,receptor.cluster,4.259515e-03
CD44,T:PreB_CD34-,receptor.cluster,-8.756655e-01
CD44,T:CH,receptor.cluster,-2.795981e-01
CD44,T:NK,receptor.cluster,7.198191e-01
CD44,T:FB,receptor.cluster,2.714704e-02
CD44,T:DC,receptor.cluster,3.597341e-02
CD44,T:GMP,receptor.cluster,1.386014e+00
CD44,T:Neurons,receptor.cluster,6.941299e-01
CD44,T:Astrocyte,receptor.cluster,2.440814e-01
CD44,T:Osteoblasts,receptor.cluster,1.603338e-01
CD44,T:CMP,receptor.cluster,1.315981e+00
GPC4,T:CH,receptor.cluster,2.421855e-01
GPC4,T:Neurons,receptor.cluster,1.037148e+00
GPC4,T:Osteoblasts,receptor.cluster,5.628584e-02
KDR,T:EC,receptor.cluster,4.550289e-01
CD36,T:Mono,receptor.cluster,-1.187925e-01
CD36,T:Mø,receptor.cluster,-2.845479e-01
CD36,T:SC,receptor.cluster,9.362607e-01
CD36,T:EC,receptor.cluster,4.119301e-02
CD36,T:SMC,receptor.cluster,7.629555e-01
CD36,T:DC,receptor.cluster,3.482355e-01
CD36,T:Osteoblasts,receptor.cluster,8.521954e-01
DDR2,T:SC,receptor.cluster,2.929102e-01
DDR2,T:SMC,receptor.cluster,4.946269e-01
DDR2,T:CH,receptor.cluster,2.735982e-01
DDR2,T:FB,receptor.cluster,1.658809e-01
ITGA1,T:SC,receptor.cluster,3.415381e-01
ITGA1,T:SMC,receptor.cluster,4.959094e-02
ITGA1,T:CH,receptor.cluster,5.945472e-01
ITGA1,T:FB,receptor.cluster,2.263135e-02
ITGA1,T:Osteoblasts,receptor.cluster,1.267156e+00
ITGA11,T:CH,receptor.cluster,2.724313e-01
ITGA11,T:Osteoblasts,receptor.cluster,6.001528e-01
MAG,T:Neurons,receptor.cluster,1.591588e+00
MAG,T:Astrocyte,receptor.cluster,1.442904e+00
CD47,T:Mono,receptor.cluster,4.784737e-02
CD47,T:B_Cells,receptor.cluster,-2.544690e-02
CD47,T:ProB_CD34+,receptor.cluster,-2.406813e-01
CD47,T:Mø,receptor.cluster,-8.462083e-02
CD47,T:SC,receptor.cluster,-1.663759e-01
CD47,T:EC,receptor.cluster,-3.475630e-01
CD47,T:T_Cells,receptor.cluster,3.702355e-01
CD47,T:SMC,receptor.cluster,7.704215e-02
CD47,T:PreB_CD34-,receptor.cluster,-5.411360e-01
CD47,T:CH,receptor.cluster,5.767268e-02
CD47,T:NK,receptor.cluster,5.176733e-01
CD47,T:FB,receptor.cluster,7.847335e-02
CD47,T:DC,receptor.cluster,1.020958e-01
CD47,T:GMP,receptor.cluster,-3.683160e-01
CD47,T:Neurons,receptor.cluster,3.361211e-01
CD47,T:Astrocyte,receptor.cluster,6.700820e-01
