source,target,relationship,weight
S:Osteoblasts,SEMA4C,cluster.ligand,0.0448159519
S:Mono,SEMA4D,cluster.ligand,0.1312964264
S:T_Cells,SEMA4D,cluster.ligand,0.6915737225
S:PreB_CD34-,SEMA4D,cluster.ligand,-0.0420916777
S:NK,SEMA4D,cluster.ligand,0.7702885202
S:GMP,SEMA4D,cluster.ligand,1.2154182430
S:CMP,SEMA4D,cluster.ligand,0.4569364612
S:EC,SEMA6A,cluster.ligand,0.4181515510
S:Astrocyte,SEMA7A,cluster.ligand,1.2527983134
S:Mono,SERPINA1,cluster.ligand,2.0597045687
S:Mø,SERPINA1,cluster.ligand,1.0827335672
S:DC,SERPINA1,cluster.ligand,0.6889140111
S:SC,SERPINE1,cluster.ligand,0.5474056766
S:SMC,SERPINE1,cluster.ligand,0.3659106105
S:CH,SERPINE1,cluster.ligand,0.6698859393
S:Osteoblasts,SERPINE1,cluster.ligand,2.3453082337
S:SC,SERPINE2,cluster.ligand,-0.1106097857
S:SMC,SERPINE2,cluster.ligand,0.9934205027
S:CH,SERPINE2,cluster.ligand,0.7733407640
S:FB,SERPINE2,cluster.ligand,0.8271113619
S:Neurons,SERPINE2,cluster.ligand,0.5853926934
S:Astrocyte,SERPINE2,cluster.ligand,0.2508440482
S:Mono,SERPING1,cluster.ligand,-2.4380022224
S:B_Cells,SERPING1,cluster.ligand,-2.9833916707
S:ProB_CD34+,SERPING1,cluster.ligand,-2.2972325303
S:Mø,SERPING1,cluster.ligand,-1.8222275365
S:SC,SERPING1,cluster.ligand,0.7940589769
S:EC,SERPING1,cluster.ligand,-1.2581322812
S:SMC,SERPING1,cluster.ligand,1.6213183160
S:PreB_CD34-,SERPING1,cluster.ligand,-2.6554808981
S:CH,SERPING1,cluster.ligand,0.4081375030
S:NK,SERPING1,cluster.ligand,-2.4207936814
S:FB,SERPING1,cluster.ligand,1.4904402509
S:DC,SERPING1,cluster.ligand,-1.7059714453
S:Neurons,SERPING1,cluster.ligand,0.3413031106
S:Astrocyte,SERPING1,cluster.ligand,-0.1093899331
S:Osteoblasts,SERPING1,cluster.ligand,0.5607003941
S:SMC,SFRP1,cluster.ligand,0.9948846408
S:FB,SFRP1,cluster.ligand,0.9254593303
S:SMC,SLIT2,cluster.ligand,0.4815431353
S:FB,SLIT2,cluster.ligand,0.8219900661
S:Neurons,SLIT2,cluster.ligand,0.6077939439
S:Osteoblasts,SLIT2,cluster.ligand,0.6323578353
S:EC,SLPI,cluster.ligand,-0.4563341360
S:SMC,SLPI,cluster.ligand,0.8123319890
S:CH,SLPI,cluster.ligand,1.0006151795
S:FB,SLPI,cluster.ligand,0.9267135999
S:Osteoblasts,SLPI,cluster.ligand,-0.4058208815
S:CH,SORBS1,cluster.ligand,0.2379072389
S:Osteoblasts,SORBS1,cluster.ligand,0.3072538745
S:SC,SPON2,cluster.ligand,0.0507467461
S:SMC,SPON2,cluster.ligand,0.6143322074
S:PreB_CD34-,SPON2,cluster.ligand,-0.1866717224
S:NK,SPON2,cluster.ligand,1.3792666070
S:FB,SPON2,cluster.ligand,0.7371204292
S:GMP,SPON2,cluster.ligand,0.0574263097
S:Mono,SPP1,cluster.ligand,0.3313620131
S:Mø,SPP1,cluster.ligand,2.2098849985
S:CH,SPP1,cluster.ligand,-0.7881062471
S:DC,SPP1,cluster.ligand,-0.2917788219
S:GMP,SPP1,cluster.ligand,-0.6231847460
S:Neurons,SPP1,cluster.ligand,3.0282333284
S:Astrocyte,SPP1,cluster.ligand,2.3192338595
S:Mono,SYTL3,cluster.ligand,0.0475875185
S:T_Cells,SYTL3,cluster.ligand,1.4108636927
S:NK,SYTL3,cluster.ligand,1.6225190045
S:GMP,SYTL3,cluster.ligand,0.7073713278
S:CMP,SYTL3,cluster.ligand,0.8255755634
S:SC,TFPI,cluster.ligand,0.4593529074
S:EC,TFPI,cluster.ligand,0.7476256073
S:SMC,TFPI,cluster.ligand,0.9936733440
S:CH,TFPI,cluster.ligand,-0.1794404531
S:FB,TFPI,cluster.ligand,0.7319571514
S:Osteoblasts,TFPI,cluster.ligand,0.5257389695
S:Mono,TGFB1,cluster.ligand,0.3198180713
S:B_Cells,TGFB1,cluster.ligand,-0.3453969846
S:Mø,TGFB1,cluster.ligand,0.4476753156
S:EC,TGFB1,cluster.ligand,-0.0400463465
S:T_Cells,TGFB1,cluster.ligand,0.4824222646
S:PreB_CD34-,TGFB1,cluster.ligand,-0.2200898883
S:CH,TGFB1,cluster.ligand,0.0252362946
S:NK,TGFB1,cluster.ligand,1.0648912362
S:DC,TGFB1,cluster.ligand,0.2685042710
S:GMP,TGFB1,cluster.ligand,-0.1174757437
S:Osteoblasts,TGFB1,cluster.ligand,-0.0559112652
S:CMP,TGFB1,cluster.ligand,-0.2176473202
S:Osteoblasts,TGFB2,cluster.ligand,0.2057192010
S:SC,TGFB3,cluster.ligand,0.6871255078
S:FB,TGFB3,cluster.ligand,0.3216833297
S:Osteoblasts,TGFB3,cluster.ligand,0.4949945332
S:SC,TGM2,cluster.ligand,-0.3331557964
S:EC,TGM2,cluster.ligand,1.0015065672
S:SMC,TGM2,cluster.ligand,-0.1212267508
S:CH,TGM2,cluster.ligand,0.9456506735
S:FB,TGM2,cluster.ligand,-0.2646843124
S:Osteoblasts,TGM2,cluster.ligand,0.9616040357
S:Mono,THBS1,cluster.ligand,0.4949350138
S:Mø,THBS1,cluster.ligand,-0.4596795656
S:SC,THBS1,cluster.ligand,1.1349628254
S:SMC,THBS1,cluster.ligand,0.9434132543
S:CH,THBS1,cluster.ligand,-0.5866277286
S:FB,THBS1,cluster.ligand,1.0190282120
S:DC,THBS1,cluster.ligand,-0.3357055638
S:Neurons,THBS1,cluster.ligand,-0.7042775363
S:Astrocyte,THBS1,cluster.ligand,-0.3020800643
S:Osteoblasts,THBS1,cluster.ligand,0.3984839182
S:SC,THBS2,cluster.ligand,0.2875709478
S:SMC,THBS2,cluster.ligand,0.8047564287
S:CH,THBS2,cluster.ligand,0.9743468717
S:FB,THBS2,cluster.ligand,0.7028693461
S:Osteoblasts,THBS2,cluster.ligand,1.9587434966
S:Mono,TIMP1,cluster.ligand,0.2146026292
S:B_Cells,TIMP1,cluster.ligand,-3.3381861806
S:ProB_CD34+,TIMP1,cluster.ligand,-2.3891699783
S:Mø,TIMP1,cluster.ligand,-1.3615075011
S:SC,TIMP1,cluster.ligand,0.1189943487
S:EC,TIMP1,cluster.ligand,-0.8791969526
S:T_Cells,TIMP1,cluster.ligand,-2.5169573259
S:SMC,TIMP1,cluster.ligand,1.3581430629
S:PreB_CD34-,TIMP1,cluster.ligand,-2.7796269670
S:CH,TIMP1,cluster.ligand,0.9433082477
S:NK,TIMP1,cluster.ligand,-2.6430517337
S:FB,TIMP1,cluster.ligand,1.1445466753
S:DC,TIMP1,cluster.ligand,-1.0042020287
S:GMP,TIMP1,cluster.ligand,-3.6796219358
S:Neurons,TIMP1,cluster.ligand,-1.0674458880
S:Astrocyte,TIMP1,cluster.ligand,-1.4713580302
S:Osteoblasts,TIMP1,cluster.ligand,0.1457145451
S:CMP,TIMP1,cluster.ligand,-1.1331429152
S:Mono,TIMP2,cluster.ligand,-0.3310539641
S:Mø,TIMP2,cluster.ligand,0.0247281362
S:SC,TIMP2,cluster.ligand,0.0723459164
S:EC,TIMP2,cluster.ligand,-0.3158360347
S:SMC,TIMP2,cluster.ligand,0.6128382377
S:PreB_CD34-,TIMP2,cluster.ligand,-0.8051801219
S:CH,TIMP2,cluster.ligand,0.4252675027
S:FB,TIMP2,cluster.ligand,0.9301838306
S:DC,TIMP2,cluster.ligand,-0.0794817692
S:Neurons,TIMP2,cluster.ligand,0.0883834244
S:Osteoblasts,TIMP2,cluster.ligand,1.0951331357
S:B_Cells,TIMP3,cluster.ligand,-2.9772269445
S:SC,TIMP3,cluster.ligand,0.9388503518
S:EC,TIMP3,cluster.ligand,-0.4818067919
S:SMC,TIMP3,cluster.ligand,1.3528114614
S:CH,TIMP3,cluster.ligand,0.4113188096
S:FB,TIMP3,cluster.ligand,1.3022122817
S:DC,TIMP3,cluster.ligand,-2.4759451395
S:Neurons,TIMP3,cluster.ligand,0.9881408647
S:Astrocyte,TIMP3,cluster.ligand,0.6651909729
S:Osteoblasts,TIMP3,cluster.ligand,-0.1977785257
S:CMP,TIMP3,cluster.ligand,-1.6584303557
S:Mono,TNFSF10,cluster.ligand,0.0016706146
S:Mø,TNFSF10,cluster.ligand,-0.2607632325
S:EC,TNFSF10,cluster.ligand,0.7823408505
S:T_Cells,TNFSF10,cluster.ligand,0.1345631302
S:SMC,TNFSF10,cluster.ligand,0.0146291163
S:FB,TNFSF10,cluster.ligand,-0.0065003057
S:DC,TNFSF10,cluster.ligand,-0.1825061935
S:CMP,TNFSF10,cluster.ligand,1.0324810090
S:Mono,TNFSF12,cluster.ligand,0.0426236922
S:Mø,TNFSF12,cluster.ligand,0.3484146245
S:SC,TNFSF12,cluster.ligand,0.2230636696
S:SMC,TNFSF12,cluster.ligand,-0.0054694524
S:CH,TNFSF12,cluster.ligand,0.1807069611
S:NK,TNFSF12,cluster.ligand,0.0949035989
S:FB,TNFSF12,cluster.ligand,-0.0610913109
S:DC,TNFSF12,cluster.ligand,0.1838712149
S:GMP,TNFSF12,cluster.ligand,-0.0407412553
S:Astrocyte,TNFSF12,cluster.ligand,0.9683205257
S:Osteoblasts,TNFSF12,cluster.ligand,-0.0413675030
S:CMP,TNFSF12,cluster.ligand,0.0399879116
S:Mono,TNFSF13B,cluster.ligand,1.1373609024
S:Mø,TNFSF13B,cluster.ligand,0.4913883809
S:SC,TNFSF13B,cluster.ligand,-0.1827154004
S:SMC,TNFSF13B,cluster.ligand,0.5971853872
S:FB,TNFSF13B,cluster.ligand,0.6715191994
S:DC,TNFSF13B,cluster.ligand,0.8199088988
S:SMC,TNFSF14,cluster.ligand,0.3958774979
S:FB,TNFSF14,cluster.ligand,0.4127012798
S:Mono,TNF,cluster.ligand,1.1306385331
S:Mø,TNF,cluster.ligand,0.7872847684
S:T_Cells,TNF,cluster.ligand,0.3103372931
S:DC,TNF,cluster.ligand,0.4182962010
S:SC,VCAM1,cluster.ligand,0.3543675842
S:EC,VCAM1,cluster.ligand,-0.0078378026
S:SMC,VCAM1,cluster.ligand,0.3267918734
S:CH,VCAM1,cluster.ligand,0.5323702057
S:Astrocyte,VCAM1,cluster.ligand,0.7797385449
S:Osteoblasts,VCAM1,cluster.ligand,0.8704271299
S:Mono,VCAN,cluster.ligand,1.0413831493
S:SC,VCAN,cluster.ligand,-0.4613331561
S:EC,VCAN,cluster.ligand,-0.8741574067
S:SMC,VCAN,cluster.ligand,0.5385677012
S:CH,VCAN,cluster.ligand,1.6877426688
S:FB,VCAN,cluster.ligand,-0.1280258107
S:DC,VCAN,cluster.ligand,-1.0610169306
S:Osteoblasts,VCAN,cluster.ligand,2.5192297821
S:Mono,VEGFA,cluster.ligand,0.3642317268
S:Mø,VEGFA,cluster.ligand,0.3501002500
S:PreB_CD34-,VEGFA,cluster.ligand,0.1048001630
S:DC,VEGFA,cluster.ligand,0.3169407639
S:Mø,VEGFB,cluster.ligand,0.0454884801
S:SMC,VEGFB,cluster.ligand,0.1478526575
S:FB,VEGFB,cluster.ligand,0.2011788690
S:DC,VEGFB,cluster.ligand,0.1891445332
S:EC,VEGFC,cluster.ligand,0.4538617144
S:Mono,VIM,cluster.ligand,-0.9197304117
S:B_Cells,VIM,cluster.ligand,-2.7378185423
S:ProB_CD34+,VIM,cluster.ligand,-2.1699238593
S:Mø,VIM,cluster.ligand,-0.9931999130
S:SC,VIM,cluster.ligand,0.5286016686
S:EC,VIM,cluster.ligand,0.0023863142
S:T_Cells,VIM,cluster.ligand,-1.6778271070
S:SMC,VIM,cluster.ligand,0.2721925820
S:PreB_CD34-,VIM,cluster.ligand,-2.1945747569
S:CH,VIM,cluster.ligand,1.2273743826
S:NK,VIM,cluster.ligand,-2.1595519559
S:FB,VIM,cluster.ligand,0.1594719544
S:DC,VIM,cluster.ligand,-0.9922408594
S:GMP,VIM,cluster.ligand,-1.9156121148
S:Neurons,VIM,cluster.ligand,1.7103511774
S:Astrocyte,VIM,cluster.ligand,1.1791106866
S:Osteoblasts,VIM,cluster.ligand,-0.0236804147
S:CMP,VIM,cluster.ligand,-0.4258590384
S:Osteoblasts,VTN,cluster.ligand,0.2227791500
S:EC,VWF,cluster.ligand,3.0437610310
